AREA;REGIONE;PROVINCIA;2021_CodCom;NTN 2021 fino a 50 mq;NTN  2021 50 -| 85 mq;NTN 2021 85 -| 115 mq;NTN  2021 115 -| 145 mq;NTN  2021 oltre 145 mq;NTN 2021
Nord Est;Emilia-Romagna;FO;F668;0;10;4,17;3,5;5,67;23,34
Nord Ovest;Piemonte;CN;F669;0;0;6;3;12;21
Nord Ovest;Lombardia;PV;F670;0;0;2;2;4;8
Nord Est;Emilia-Romagna;PC;F671;0;10;14,25;10;33,56;67,81
Nord Ovest;Lombardia;BS;F672;3;7;16;16;29;71
Nord Ovest;Lombardia;LC;F674;7;13;16,5;9;9,4;54,9
Nord Est;Veneto;VI;F675;4;14;32;26,17;28,75;104,92
Centro;Toscana;SI;F676;0;7;6,5;3,5;7;24
Centro;Toscana;GR;F677;4;9;11,42;10,5;8;42,92
Centro;Toscana;MS;F679;6,5;52,6;59,63;21,33;37,2;177,26
Nord Ovest;Lombardia;BS;F680;2;12;20,5;8,5;21;64
Nord Ovest;Lombardia;CR;F681;0;7;8;9;7;31
Nord Ovest;Liguria;GE;F682;0;20;16,5;8;11,04;55,54
Centro;Umbria;PG;F685;1;2;2;0;7;12
Centro;Toscana;PI;F686;7,67;30,88;23;29,5;28,2;119,25
Centro;Lazio;RI;F687;7,5;14,5;10,1;8;8,5;48,6
Nord Ovest;Lombardia;CO;F688;2;4;4;2,5;11,5;24
Sud;Molise;CB;F689;0;0;1;0;0;1
Sud;Abruzzo;TE;F690;1;5;13;8;8,75;35,75
Centro;Lazio;RM;F692;5;3;0;1,83;1;10,83
Nord Est;Veneto;VI;F696;1,97;5,67;3;5;14;29,64
Centro;Marche;AP;F697;0;0;1;2;3,34;6,34
Isole;Sardegna;NU;F698;0;0;2;2;2;6
Nord Ovest;Lombardia;PV;F701;0;3;6;8;20,17;37,17
Nord Ovest;Lombardia;VA;F703;1;5;5,5;5;11,5;28
Nord Ovest;Lombardia;MI;F704;183,04;797,81;658;293,19;264,98;2197,02
Nord Ovest;Lombardia;MN;F705;3;7;24,5;4;20;58,5
Nord Est;Emilia-Romagna;BO;F706;7,5;37,83;28,84;11;31,5;116,67
Nord Ovest;Piemonte;AL;F707;0;2;5;2,5;9;18,5
Sud;Calabria;CS;F708;1;2;4;1;1;9
Nord Ovest;Piemonte;AT;F709;0;0;0;0;6,5;6,5
Nord Ovest;Lombardia;VA;F711;0;19,75;16,34;8,67;17,35;62,11
Nord Ovest;Lombardia;SO;F712;15,89;57,33;41,59;26,17;21;161,98
Nord Ovest;Piemonte;AL;F713;0;1;1;3;4,67;9,67
Nord Est;Emilia-Romagna;RN;F715;2;24,42;17,5;21,25;9,11;74,28
Sud;Puglia;LE;F716;4;9,33;7,5;7,5;12,01;40,34
Sud;Campania;BN;F717;4,1;4,26;2,33;3,5;14,73;28,92
Nord Est;Emilia-Romagna;BO;F718;2;5;8,5;9,5;17;42
Nord Ovest;Lombardia;BG;F720;5;3;16,67;2;7;33,67
Isole;Sardegna;SS;F721;3;0;2;2;6,3;13,3
Centro;Marche;AP;F722;0;2;0;0;1;3
Nord Ovest;Piemonte;CN;F723;0,5;4,5;6;5,5;28,17;44,67
Nord Est;Emilia-Romagna;PC;F724;2,05;4,25;3,25;4;12,17;25,72
Nord Est;Veneto;TV;F725;1;10;10,34;9;26,67;57,01
Nord Ovest;Valle d'Aosta;AO;F726;22,5;29,89;8;3;4;67,39
Isole;Sardegna;OR;F727;0;1;1;1;1;4
Nord Est;Veneto;TV;F729;0;0;3;4,93;8,5;16,43
Centro;Lazio;RM;F730;0,5;2;2;3;2;9,5
Sud;Campania;SA;F731;0;2;0;0;1,9;3,9
Sud;Abruzzo;AQ;F732;1;1;2;1;1;6
Nord Ovest;Piemonte;TO;F733;0;2;1;1;9,5;13,5
Centro;Lazio;RM;F734;7;29,5;19,67;18,5;35,5;110,17
Sud;Calabria;CS;F735;0;0;2;3;6,5;11,5
Nord Ovest;Lombardia;VA;F736;2;11;13;5;20,5;51,5
Nord Ovest;Piemonte;AL;F737;0;3;3,67;2,5;5,5;14,67
Nord Ovest;Lombardia;BG;F738;0;11;12,8;1,5;6,5;31,8
Nord Ovest;Lombardia;PV;F739;1;2;0;2;6,67;11,67
Centro;Lazio;FR;F740;0;7;5;4;11,3;27,3
Nord Ovest;Piemonte;CN;F743;2;4;6;3;3;18
Sud;Campania;AV;F744;0;1;0;3;0;4
Centro;Marche;AN;F745;2,5;3,25;8;16,33;6;36,08
Centro;Lazio;RI;F746;0;0;2;1;2;5
Sud;Abruzzo;TE;F747;0;10;5;8;12;35
Sud;Molise;CB;F748;1;2;2;2;0;7
Centro;Marche;MC;F749;3;8,5;21,49;24,66;18,41;76,06
Nord Est;Friuli- Venezia Giulia;PN;F750;1;3,1;4;7;16,17;31,27
Nord Ovest;Piemonte;AL;F751;0;4,5;2;1,5;3;11
Nord Ovest;Lombardia;PV;F754;12,21;92,5;59,33;39,83;30,83;234,7
Nord Est;Friuli- Venezia Giulia;UD;F756;1;2,5;11;7;23,5;45
Nord Ovest;Lombardia;LC;F758;1;0;0;0;0;1
Nord Est;Friuli- Venezia Giulia;UD;F760;0;1;4;5,5;19,84;30,34
Nord Ovest;Lombardia;CR;F761;0;0;0;1;2;3
Sud;Campania;AV;F762;0;0;1;1;1;3
Sud;Abruzzo;TE;F764;2;10,33;14,5;14;19,1;59,93
Sud;Abruzzo;PE;F765;1;1;0;3;9,5;14,5
Nord Est;Veneto;TV;F770;11;53;35,5;20;35,08;154,58
Nord Ovest;Lombardia;CR;F771;0;0;0;0;7;7
Isole;Sicilia;ME;F772;2;1,5;1;0;1;5,5
Isole;Sicilia;ME;F773;0;1;1;0;0;2
Nord Ovest;Piemonte;VC;F774;1;1;0,33;2;6;10,33
Sud;Calabria;CS;F775;3;2;1;2;3,75;11,75
Nord Ovest;Piemonte;BI;F776;0;0;2;5;2;9
Sud;Puglia;FG;F777;3;4,5;3;2,67;0,5;13,67
Sud;Calabria;RC;F779;17,67;14,59;4;2;9,25;47,51
Sud;Calabria;CZ;F780;0;0;0;0;1;1
Isole;Sicilia;CT;F781;21,83;14;31,5;20,83;22,5;110,66
Nord Ovest;Lombardia;MI;F783;6;38,03;45,25;21,83;34,5;145,61
Sud;Puglia;TA;F784;26;27,5;37,59;24,5;10,83;126,42
Sud;Abruzzo;CH;F785;2;2;2,42;5;5;16,42
Nord Ovest;Lombardia;BG;F786;0;9;18,5;6,87;10,18;44,55
Nord Ovest;Lombardia;CO;F788;8;38;37,5;24;29,91;137,41
Nord Est;Veneto;VR;F789;0;37,5;26,5;21,49;26,14;111,63
Nord Ovest;Lombardia;BG;F791;2,28;17;34;31,25;23,25;107,78
Centro;Marche;MC;F793;0;0;2;0;2;4
Nord Ovest;Lombardia;MI;F797;18,92;141,08;96,03;62,48;46,25;364,76
Sud;Campania;AV;F798;1,5;4;16;7;10,23;38,73
Sud;Campania;NA;F799;18,33;47,5;108,59;51,11;40,42;265,95
Nord Ovest;Lombardia;LO;F801;1,5;48,5;40;14,33;20;124,33
Centro;Toscana;MS;F802;8,11;8,84;15,67;8;11,5;52,12
Nord Ovest;Lombardia;BS;F806;0;0;2;1;1;4
Isole;Sardegna;CA;F808;30;43,5;25;17,5;8,11;124,11
Nord Ovest;Piemonte;CN;F809;1;7;1;2;3,4;14,4
Nord Est;Veneto;VI;F810;0;0;2;2;3;7
Nord Ovest;Piemonte;CN;F811;0;2;1;2;6,17;11,17
Nord Ovest;Liguria;SV;F813;1;2;2;1;4;10
Nord Ovest;Piemonte;AL;F814;0;2;7,5;1;16;26,5
Centro;Toscana;SI;F815;0;4;8,7;9;5,6;27,3
Sud;Puglia;LE;F816;7,6;3,92;2,25;5;11,5;30,27
Sud;Basilicata;PZ;F817;10,5;17,77;7,05;4,67;5;44,99
Isole;Sardegna;SS;F818;0;0;1,5;0;1;2,5
Nord Ovest;Lombardia;BS;F820;3;12,5;12;8;15,99;51,49
Isole;Sardegna;CA;F822;0;0;3;3;2,75;8,75
Nord Est;Veneto;VE;F826;5;35;29,63;21,5;35,95;127,08
Nord Ovest;Lombardia;CO;F828;2;9;2,67;3;2,35;19,02
Nord Est;Veneto;VI;F829;1;11;14,5;11;35;72,5
Isole;Sicilia;CL;F830;19,5;45,45;26,58;16,14;14,5;122,17
Sud;Abruzzo;TE;F831;22,67;68,03;50,17;27,92;24;192,79
Nord Est;Friuli- Venezia Giulia;UD;F832;0;11;9;5;8,94;33,94
Nord Ovest;Piemonte;BI;F833;0;0;2,22;1;3;6,22
Nord Est;Veneto;VI;F838;3;9,75;10;10;14,5;47,25
Sud;Campania;NA;F839;1232,75;2284,3;2272,21;1336,32;980,63;8106,21
Isole;Sardegna;OR;F840;2;0,89;4;3;3;12,89
Isole;Sardegna;CA;F841;0;0;0,9;5,78;4;10,68
Sud;Puglia;LE;F842;62;158,73;143,11;74,84;94,87;533,55
Sud;Calabria;VV;F843;1;7;2;2;1;13
Centro;Umbria;TR;F844;16,82;35,57;48,5;46,67;55,83;203,39
Isole;Sicilia;AG;F845;16,33;23;12,17;17;14;82,5
Nord Ovest;Piemonte;CN;F846;1;5;8;9;18;41
Nord Ovest;Liguria;SV;F847;0;0;0;0;1;1
Isole;Sicilia;ME;F848;4,5;5,5;6,14;5;7,5;28,64
Nord Ovest;Lombardia;BS;F851;3;26,13;31,79;17;24,81;102,73
Sud;Abruzzo;AQ;F852;1;0;2;0;2;5
Centro;Lazio;RM;F857;2;5;6;0;3,5;16,5
Nord Ovest;Liguria;GE;F858;2,5;10;5,33;3,33;7,25;28,41
Nord Ovest;Piemonte;NO;F859;5,33;23,5;6;7,5;14,33;56,66
Nord Est;Veneto;VR;F861;17;43,5;40,33;29,5;93,75;224,08
Nord Ovest;Liguria;GE;F862;2;4;3;4;5;18
Nord Ovest;Piemonte;CN;F863;0;1;7,5;11;9;28,5
Nord Ovest;Lombardia;BG;F864;4;47,5;41,74;20,31;22,59;136,14
Centro;Lazio;RM;F865;2;7;4;4;4;21
Sud;Basilicata;PZ;F866;2;5,4;1;1;2,7;12,1
Isole;Sardegna;OR;F867;2;2;1;0;1,83;6,83
Centro;Lazio;VT;F868;14;16,02;30,97;44,74;39,5;145,23
Sud;Abruzzo;TE;F870;1;6;15;15,34;17,5;54,84
Centro;Lazio;RM;F871;0;9;8;5;8;30
Nord Est;Veneto;TV;F872;1,34;9,67;12;9,92;24,33;57,26
Nord Ovest;Lombardia;MI;F874;20;53,23;59,17;22,32;28,17;182,89
Centro;Lazio;RI;F876;0;0;1;0;0;1
Nord Ovest;Lombardia;CO;F877;3;13;9;3;7,67;35,67
Nord Ovest;Piemonte;BI;F878;1;1,84;2;4;13,33;22,17
Centro;Lazio;RM;F880;111,17;296,05;166,51;112,09;73,67;759,49
Sud;Puglia;LE;F881;0;14,1;12,98;2;10;39,08
Nord Est;Emilia-Romagna;PR;F882;2;12;15;12;21,17;62,17
Nord Ovest;Piemonte;CN;F883;1;0;0;0;1;2
Nord Ovest;Lombardia;BS;F884;2;2;4;2,2;1;11,2
Nord Ovest;Piemonte;NO;F886;0;6;2;6;8;22
Nord Ovest;Lombardia;LC;F887;1;7,5;13;6;3;30,5
Nord Ovest;Piemonte;TO;F889;18;327,59;189,57;57,67;54,36;647,19
Isole;Sicilia;CT;F890;0;19,86;14,5;21,01;28,43;83,8
Nord Ovest;Lombardia;PV;F891;0;0;0;0;0;0
Isole;Sicilia;EN;F892;8;24;16,61;27,67;22,83;99,11
Sud;Calabria;VV;F893;7;24,75;19;9,5;9,83;70,08
Nord Ovest;Piemonte;CN;F894;2;1;2;3;3;11
Nord Ovest;Piemonte;CN;F895;0;1;6;0;3;10
Nord Est;Friuli- Venezia Giulia;UD;F898;1;2;3,83;5;9;20,83
Isole;Sicilia;CL;F899;40,06;52,65;50;29,13;33,78;205,62
Isole;Sicilia;EN;F900;0;8;3,67;4;4;19,67
Isole;Sicilia;ME;F901;3;12,17;7,3;11,5;9;42,97
Nord Ovest;Piemonte;AT;F902;5,5;34,48;45,5;25,5;55,5;166,48
Nord Est;Veneto;VE;F904;10,5;57,67;71,1;31,19;69,65;240,11
Nord Ovest;Piemonte;TO;F906;4;4,2;0;1;1;10,2
Sud;Calabria;CS;F907;1;0;0;0;0;1
Sud;Abruzzo;PE;F908;0;0;0;0;7;7
Sud;Calabria;CZ;F910;57,72;20,5;2,5;1;1;82,72
Centro;Umbria;PG;F911;2;11;9;11;16;49
Sud;Campania;SA;F912;72,82;73,92;104,09;86,88;76,25;413,96
Sud;Campania;SA;F913;8,19;24,01;33,82;56,5;41,43;163,95
Nord Est;Emilia-Romagna;PR;F914;8;50,45;52,17;25;46,5;182,12
Sud;Puglia;BA;F915;28,42;28,7;46,5;45,29;27;175,91
Sud;Puglia;LE;F916;3;6;2;6;3;20
Sud;Basilicata;PZ;F917;3;3,83;1,33;1;0;9,16
Nord Est;Veneto;VR;F918;2,67;27,5;24;20;42,58;116,75
Nord Est;Veneto;VR;F921;1;26,5;26,93;9;12,08;75,51
Nord Est;Veneto;VI;F922;0;0;0;0;7;7
Sud;Puglia;BA;F923;8,6;44;46,5;65,64;56,83;221,57
Sud;Campania;NA;F924;22,67;26;80;71,61;87,58;287,86
Nord Ovest;Piemonte;TO;F925;2;16;24,75;12;22;76,75
Nord Ovest;Liguria;SV;F926;11,5;25,25;14,83;11,5;6,75;69,83
Nord Ovest;Piemonte;TO;F927;0;1;0;2;2;5
Nord Est;Emilia-Romagna;MO;F930;8;51,33;88,34;58,93;42,26;248,86
Nord Ovest;Piemonte;TO;F931;2;34;38,27;11;25;110,27
Nord Ovest;Piemonte;VB;F932;2;0;1;1;3;7
Isole;Sardegna;NU;F933;0;0;0;0;0;0
Isole;Sardegna;OR;F934;2;0;2;0,5;3;7,5
Centro;Umbria;PG;F935;4,8;9,2;7,5;6,17;7,38;35,05
Centro;Lazio;LT;F937;8,17;10;1;1,75;6,67;27,59
Nord Ovest;Lombardia;MI;F939;0;3;1;1;2;7
Nord Ovest;Lombardia;BG;F941;3,33;6;12;4,5;2;27,83
Sud;Abruzzo;TE;F942;1,67;5;10,75;11;6,5;34,92
Isole;Sicilia;SR;F943;52,35;129,88;99,76;74,33;73,17;429,49
Nord Ovest;Lombardia;MI;F944;20,71;132,7;89,87;33,02;26,33;302,63
Nord Ovest;Piemonte;TO;F948;0;3;2,07;0;1;6,07
Isole;Sicilia;ME;F951;2,5;2;4;3;4,17;15,67
Nord Ovest;Piemonte;NO;F952;92,32;541,95;503,03;241,42;210,87;1589,59
Nord Ovest;Lombardia;MI;F955;19,51;105,4;69;31,5;15,5;240,91
Nord Ovest;Lombardia;SO;F956;1,08;8,38;9,17;0,17;4;22,8
Nord Est;Veneto;VI;F957;0;11;8,33;13,16;14,34;46,83
Nord Ovest;Lombardia;CO;F958;0;4;9;2;3;18
Nord Est;Emilia-Romagna;RE;F960;0;26;40,55;29,61;44,88;141,04
Nord Ovest;Piemonte;CN;F961;1;4;1;2;7;15
Nord Est;Veneto;PD;F962;6,5;49,6;38,55;30;50,08;174,73
Nord Est;Veneto;VE;F963;0;26;43;19,78;35,58;124,36
Nord Est;Veneto;VI;F964;5,17;41;36;31;48,4;161,57
Nord Ovest;Piemonte;AL;F965;12;119,9;117,83;63,75;64,33;377,81
Nord Est;Emilia-Romagna;MO;F966;1;21,83;27,67;18,17;31,84;100,51
Sud;Campania;SA;F967;1;2;1,5;2;2;8,5
Nord Ovest;Lombardia;MI;F968;0;23,3;18;10;21,5;72,8
Sud;Puglia;LE;F970;3;5,67;10,52;10,93;12,5;42,62
Nord Ovest;Piemonte;CN;F972;1;0;2,5;1;2;6,5
Isole;Sardegna;OR;F974;0;0;0;4;1;5
Isole;Sardegna;SS;F975;0;0,02;3;2;1,02;6,04
Isole;Sardegna;SS;F976;0;2;1;0,71;2,11;5,82
Isole;Sardegna;SS;F977;4,92;1;7;1;5;18,92
Centro;Marche;AN;F978;71,5;172,28;47,16;10,5;12,5;313,94
Isole;Sardegna;NU;F979;15,11;56,34;67,04;50,52;52,33;241,34
Isole;Sardegna;OR;F980;0;3;6,5;0,5;6,83;16,83
Isole;Sardegna;NU;F981;0;0;0;0;6,42;6,42
Isole;Sardegna;NU;F982;0;2;1;0;2,5;5,5
Isole;Sardegna;CA;F983;0;1;1;2;6,71;10,71
Isole;Sardegna;OR;F985;0;0;0;0;0,17;0,17
Isole;Sardegna;NU;F986;0;1;1;2;3,17;7,17
Nord Ovest;Valle d'Aosta;AO;F987;4;18,5;9,5;9;2;43
Sud;Campania;AV;F988;0;3,5;5;3;14,53;26,03
Nord Ovest;Lombardia;BS;F989;0;10;7;7,78;12,5;37,28
Nord Ovest;Lombardia;BS;F990;3;21,33;10;4,34;24,84;63,51
Isole;Sardegna;CA;F991;0;0;0;0,67;0;0,67
Nord Ovest;Piemonte;BI;F992;1;15;9;8,67;14;47,67
Nord Ovest;Piemonte;BI;F993;2;8,67;8;6;4;28,67
Nord Est;Veneto;RO;F994;11;49,08;48;30,33;41,49;179,9
Nord Ovest;Piemonte;AL;F995;0;3;1;2;4;10
Sud;Abruzzo;AQ;F996;1;4;1;2;3;11
Nord Ovest;Piemonte;AL;F997;0;0;1;4;13;18
Nord Ovest;Piemonte;AL;F998;0,75;2;0;0;4,75;7,5
Nord Est;Veneto;TV;F999;4;57,5;69,5;40,13;54,73;225,86
Nord Ovest;Lombardia;BS;G001;1;1;2;3;2;9
Sud;Abruzzo;AQ;G002;0;1;1;0;0;2
Centro;Marche;AN;G003;0;3;5,33;4;8;20,33
Nord Ovest;Lombardia;CR;G004;2;13,5;23,67;14,75;11,06;64,98
Centro;Marche;AP;G005;2;6;8;6,5;13;35,5
Nord Ovest;Lombardia;BS;G006;1;16;14,06;16,4;16,66;64,12
Nord Ovest;Piemonte;VB;G007;6,5;9,75;12;9;14,5;51,75
Nord Ovest;Lombardia;VA;G008;0,5;10;25;11,5;14,75;61,75
Nord Ovest;Lombardia;LC;G009;7;25,09;32,5;25,83;24;114,42
Nord Ovest;Piemonte;TO;G010;0;2;6;6;15;29
Sud;Campania;SA;G011;0;8;5;1,5;4;18,5
Nord Ovest;Valle d'Aosta;AO;G012;0;0;0;0;0;0
Isole;Sardegna;SS;G015;178,99;457,64;222,51;98,81;97,48;1055,43
Nord Ovest;Piemonte;VC;G016;1;1;4;6;3;15
Nord Ovest;Piemonte;VC;G018;0;0;0;2;1;3
Nord Ovest;Piemonte;NO;G019;7;41,67;63,33;43,16;71,33;226,49
Nord Ovest;Piemonte;NO;G020;1;5;14,25;11;9;40,25
Nord Ovest;Lombardia;PV;G021;0;3;0;2;0;5
Centro;Lazio;RM;G022;8,5;16,5;20,84;7;8,5;61,34
Sud;Campania;SA;G023;5;8,25;13,5;9;7,5;43,25
Nord Ovest;Lombardia;CO;G025;17,21;57,33;56,5;32;32,22;195,26
Nord Ovest;Lombardia;LC;G026;3;22;19,5;10;13,5;68
Nord Ovest;Lombardia;VA;G028;10;30;67;34;50,43;191,43
Nord Ovest;Lombardia;LC;G030;3;28;19,5;13,5;9,5;73,5
Isole;Sardegna;NU;G031;0;1;0;2;3;6
Nord Ovest;Lombardia;PV;G032;0;0;0;0;1;1
Sud;Calabria;CZ;G034;0;4;1;0;1;6
Isole;Sicilia;ME;G036;8;8,43;8,28;5,22;4,86;34,79
Sud;Basilicata;MT;G037;0;0,5;0,5;1;0;2
Sud;Campania;SA;G039;6;5;6;2,87;4,5;24,37
Nord Ovest;Lombardia;LC;G040;2;12;13,83;3;6,17;37
Nord Ovest;Liguria;IM;G041;3;3;1;2;1;10
Nord Ovest;Piemonte;AL;G042;0;1;0;0;0;1
Isole;Sardegna;OR;G043;1;0;2,27;2;0,8;6,07
Isole;Sardegna;NU;G044;0;0;0;0;6;6
Nord Ovest;Valle d'Aosta;AO;G045;2;6;3;3;3;17
Isole;Sardegna;SS;G046;2,17;19,75;8;6,04;11,41;47,37
Nord Ovest;Lombardia;CR;G047;0;1;0;3,17;6;10,17
Nord Ovest;Piemonte;AT;G048;0;0;0;0;1;1
Nord Ovest;Lombardia;BG;G049;0;3;1;2,75;1;7,75
Nord Ovest;Lombardia;BG;G050;16,49;24,34;8,16;1;3,01;53
Nord Ovest;Lombardia;BG;G054;1;5;1,24;1;0;8,24
Nord Ovest;Lombardia;CO;G056;0;6;3;5,67;2;16,67
Isole;Sardegna;NU;G058;0;1;0;0;1;2
Nord Ovest;Lombardia;BS;G061;3;3;10;13,5;10;39,5
Nord Ovest;Piemonte;VB;G062;12;52,61;51,68;26,97;28,67;171,93
Sud;Campania;SA;G063;1;0;5;2;2;10
Isole;Sardegna;NU;G064;0;0;0;2;0;2
Centro;Lazio;VT;G065;4;5,33;1;1;2;13,33
Nord Ovest;Piemonte;CN;G066;2;6;3;0;0;11
Nord Ovest;Lombardia;BG;G068;11,56;10,34;2,34;0;0,5;24,74
Isole;Sardegna;NU;G070;0;0;0;0;1;1
Isole;Sardegna;NU;G071;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G074;0;2;0;3;0;5
Nord Ovest;Lombardia;BG;G075;7;33,34;10;2,75;2;55,09
Nord Ovest;Liguria;SV;G076;0;1;1;1;1;4
Nord Ovest;Lombardia;MI;G078;22;99,75;81,53;88;31,8;323,08
Sud;Abruzzo;AQ;G079;4;4;1;1;1;11
Nord Est;Veneto;VR;G080;6,5;31;35,25;21,89;62,25;156,89
Sud;Basilicata;PZ;G081;7;7,97;4,67;2;3,92;25,56
Sud;Calabria;RC;G082;1;2;6;2;4,5;15,5
Isole;Sardegna;NU;G084;0;2,75;2;4;4,94;13,69
Sud;Molise;CB;G086;0;3;2;4,5;4;13,5
Nord Ovest;Piemonte;TO;G087;10,89;159,86;127,53;42;36,22;376,5
Centro;Toscana;GR;G088;30,05;91,02;83,67;30,42;28,5;263,66
Centro;Toscana;PI;G090;1;1;2;0;5,5;9,5
Nord Ovest;Liguria;GE;G093;0;0;0;2;2,5;4,5
Nord Est;Veneto;VI;G095;4;1;5;3,5;15;28,5
Nord Ovest;Lombardia;LO;G096;0;2;5;3;7;17
Isole;Sardegna;NU;G097;1;1,08;0;3,19;1,89;7,16
Sud;Puglia;BR;G098;19;26,94;24,67;18,91;22,77;112,29
Sud;Abruzzo;AQ;G102;0;1;2,5;1;0;4,5
Nord Ovest;Lombardia;VA;G103;10;51,53;40,14;21,5;16,25;139,42
Nord Ovest;Lombardia;VA;G105;1;3;6;3;7,5;20,5
Nord Ovest;Lombardia;LO;G107;0;7;11;2;5,5;25,5
Nord Ovest;Lombardia;BG;G108;2,5;2,5;12,06;9,5;2,67;29,23
Nord Ovest;Piemonte;TO;G109;0;0;3;0;3,5;6,5
Sud;Calabria;CS;G110;2,94;8,94;1;3;4;19,88
Centro;Lazio;VT;G111;4,76;6,5;6,5;6,5;16;40,26
Isole;Sardegna;OR;G113;25,46;109,32;83,65;67,03;78,11;363,57
Nord Ovest;Piemonte;CN;G114;12;23,5;20,78;9;11;76,28
Nord Est;Veneto;TV;G115;2,25;7,5;15,5;8;15;48,25
Nord Ovest;Lombardia;MI;G116;10;28;34,67;18;7;97,67
Nord Ovest;Piemonte;VB;G117;3;10;11;6,25;5,25;35,5
Nord Ovest;Lombardia;BG;G118;1,57;6,57;1;1;0;10,14
Isole;Sardegna;NU;G119;2;21,25;12;1;6,5;42,75
Isole;Sardegna;NU;G120;0,67;0,67;0,67;0;0,25;2,26
Sud;Campania;SA;G121;1;3;3,5;0,5;0,5;8,5
Isole;Sardegna;NU;G122;0;0,75;0;1,75;6,39;8,89
Nord Est;Veneto;TV;G123;0;0;3;1,5;17,5;22
Nord Ovest;Piemonte;AL;G124;0;1;0,5;0;5,5;7
Sud;Puglia;FG;G125;5,03;3;1,31;1;1;11,34
Nord Ovest;Lombardia;CO;G126;0;7;4,22;1,66;5;17,88
Sud;Abruzzo;CH;G128;0;6,33;8;6;15;35,33
Sud;Calabria;CS;G129;2;1;5;2,5;0;10,5
Sud;Campania;CE;G130;9;19,63;70,68;48,83;17,83;165,97
Sud;Puglia;FG;G131;20,67;17;50;43,94;9;140,61
Isole;Sardegna;CA;G133;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;G134;3;2;4;2;3;14
Centro;Lazio;VT;G135;4;28,67;27,04;25;15,5;100,21
Sud;Puglia;LE;G136;3;6;2,5;2;10,5;24
Centro;Marche;AP;G137;0;0;0,25;1,59;3;4,84
Centro;Toscana;AR;G139;0;3;5;4;3;15
Sud;Abruzzo;CH;G141;23,5;64,5;70,31;55,67;40;253,98
Sud;Abruzzo;AQ;G142;3;4;3;0;0;10
Nord Ovest;Liguria;SP;G143;11;30,5;20,75;10,33;22;94,58
Nord Ovest;Liguria;SV;G144;5;14;8;0;6;33
Sud;Abruzzo;AQ;G145;3;5,61;3;1;3;15,61
Isole;Sardegna;NU;G146;0;0;0;0;2;2
Isole;Sardegna;NU;G147;1;1;0;0;1,83;3,83
Centro;Umbria;TR;G148;11;41,6;53,83;45,33;63,83;215,59
Nord Ovest;Lombardia;BS;G149;5;33;33,26;36,4;52,26;159,92
Nord Ovest;Lombardia;BS;G150;3,4;2;2,89;3,89;7;19,18
Nord Ovest;Piemonte;TO;G151;0;1;3,5;1;8;13,5
Nord Ovest;Piemonte;TO;G152;0;0;2,5;2,5;5;10
Isole;Sardegna;SS;G153;1;6;5,5;5,58;6,67;24,75
Isole;Sardegna;NU;G154;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G155;4,5;5;4,5;3;3;20
Isole;Sardegna;SS;G156;2;2;1,5;1,33;8,67;15,5
Centro;Marche;AN;G157;6;87,6;129,86;84,75;81,36;389,57
Isole;Sardegna;NU;G158;0;3,5;0,25;0;2,75;6,5
Nord Ovest;Lombardia;BG;G159;5;23;18,67;5;6,67;58,34
Nord Ovest;Lombardia;BG;G160;9,5;55,81;73;25;30;193,31
Nord Ovest;Lombardia;LC;G161;3;25;24,25;4;11;67,25
Nord Est;Friuli- Venezia Giulia;UD;G163;0;0;5;10,33;10,38;25,71
Nord Ovest;Liguria;IM;G164;37,53;58,03;34;11;9,5;150,06
Sud;Campania;AV;G165;1;4;5;3,56;4;17,56
Nord Ovest;Lombardia;LO;G166;2;3;4,17;5;4,67;18,84
Nord Est;Veneto;PD;G167;0;11;12;11,6;19,61;54,21
Nord Est;Veneto;BL;G169;0;2;0;0;0;2
Nord Ovest;Lombardia;BS;G170;7;59;59,83;41,17;47,28;214,28
Nord Ovest;Lombardia;LO;G171;0;2;7;3;2;14
Isole;Sardegna;SS;G178;2;6;6;7,91;12,5;34,41
Nord Ovest;Lombardia;BS;G179;2,07;11,8;6;3;2;24,87
Nord Ovest;Lombardia;MI;G181;0;17;38,5;5;17,83;78,33
Nord Ovest;Piemonte;CN;G183;8;7;4;3;2,5;24,5
Nord Est;Emilia-Romagna;FE;G184;1;11;20,84;10,3;24;67,14
Nord Ovest;Lombardia;CR;G185;0;4;4;6;18,5;32,5
Nord Ovest;Lombardia;MN;G186;2,92;20,24;18;15,5;16,7;73,36
Sud;Puglia;BR;G187;173,81;252,77;214,75;119,94;99,26;860,53
Sud;Puglia;LE;G188;111,67;176,6;45,98;16,97;14,66;365,88
Centro;Umbria;TR;G189;1;3,5;3,08;2;4,33;13,91
Sud;Campania;NA;G190;12;23,88;22,06;12,08;29,41;99,43
Isole;Sardegna;NU;G191;0;0;0;0;2;2
Sud;Campania;SA;G192;2;2;0;0;0;4
Nord Ovest;Piemonte;AL;G193;0;1;1;1;13;16
Nord Ovest;Lombardia;PV;G194;0;2;3;3,5;9,5;18
Nord Est;Emilia-Romagna;PC;G195;1;4,5;4;2,5;1;13
Nord Ovest;Piemonte;TO;G196;48,56;82,41;15;9;10,67;165,64
