AREA;Regione;prov;2021_CodCom;NTN_2021_Uffici;NTN_2021_Negozi_Lab;NTN_2021_Depositi_Comm_Autorimesse;NTN_2021_TCO_B04;NTN_2021_TCO_D02;NTN_2021_TCO_D05;NTN_2021_TCO_D08;NTN_2021_PRO;NTN_2021_AGR;;
Nord Est;Veneto;BL;C630;0;0;18,33;0;0;0;0;0;0;;
Centro;Toscana;PT;C631;1;2;5;0;0;0;0,24;2,44;0;;
Sud;Abruzzo;CH;C632;7;22,94;45,6;0;0;1;1;7;0;;
Sud;Puglia;FG;C633;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;C634;1;0;2;0;0;0;0;2;0;;
Nord Ovest;Lombardia;BG;C635;0;5;6;0;0;0;0;1;0;;
Nord Ovest;Lombardia;PV;C637;0;2;11,5;0;0;0;0;0;0,5;;
Nord Est;Veneto;VE;C638;5;43,09;66,45;0;0,75;0;11;6,01;3;;
Nord Ovest;Piemonte;TO;C639;1;0;5;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;PN;C640;0;7;6;0;0;0;0;4;1;;
Centro;Toscana;AR;C648;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;C649;1;4;8,34;0;0;0;0;4,77;0;;
Nord Est;Veneto;VI;C650;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;C651;0;2;11,73;0;0;0;0;2,4;0;;
Nord Ovest;Piemonte;CN;C653;0;2;20;0;0;0;0;1;2;;
Isole;Sicilia;PA;C654;0;2;10,89;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;C655;1;1;8,7;0;0;0;0;1;0;;
Nord Est;Friuli- Venezia Giulia;UD;C656;0;0;0,5;0;0;0;1;0;0;;
Nord Ovest;Liguria;IM;C657;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;C658;0;0;1;0;0;0;0;0;0;;
Sud;Campania;AV;C659;0;0;1,87;0;0;0;0;1;0;;
Nord Ovest;Liguria;IM;C660;0;0;1;0;0;0;0;2;0;;
Centro;Toscana;SI;C661;0;0;12,99;0;0;0;0;0;1;;
Centro;Toscana;SI;C662;2;5;22,33;0;0;0;1;2;2;;
Centro;Toscana;AR;C663;0;1;4,38;0;0;0;0;3;0;;
Nord Ovest;Piemonte;TO;C665;9;14;47,16;0;0;0;1;12,5;0;;
Isole;Sicilia;AG;C668;0;1;4,33;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RE;C669;1;1;16,5;0;0;0;1;0;0,25;;
Nord Est;Veneto;TV;C670;1;13;7;0;0;0;0;4;0;;
Nord Est;Veneto;BL;C672;0;0;7;0;0;0;0;0;0;;
Nord Ovest;Liguria;GE;C673;0;0,5;5,5;0;0;0;0;1;0;;
Sud;Calabria;CZ;C674;0;0;0;0;0;0;0;0;0;;
Sud;Campania;NA;C675;0;4;11,03;0;0;0;0;1;0;;
Sud;Campania;SA;C676;1;1;7,5;0;0;0;0;4;0;;
Centro;Lazio;RM;C677;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;C678;0;1;1;0;0;0;0;1;0;;
Nord Ovest;Piemonte;TO;C679;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;C680;0;2;21;0;0;0;0;4;0;;
Nord Ovest;Piemonte;CN;C681;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;C684;0;0;10;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;C685;0,17;0;5,51;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;C686;1;0;7;0;0;0;1;2;0;;
Nord Est;Veneto;TV;C689;0;0;10,88;0;0;0;0;2;1;;
Nord Ovest;Lombardia;BS;C691;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;RC;C695;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;PA;C696;0;0;6,9;0;0;0;0;0;0;;
Sud;Campania;NA;C697;0;0;2,17;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;C698;0;0,5;3;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;C701;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;RM;C702;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;C703;0;0;0;0;0;0;0;0;1;;
Centro;Marche;MC;C704;0;5;51,26;0;0;0;0;12,67;2;;
Centro;Toscana;GR;C705;0;0;11,5;0;0;0;0;0;5;;
Nord Ovest;Lombardia;MI;C707;16;60,5;53,43;0;0;1;3;12;0;;
Isole;Sicilia;PA;C708;1,5;0;18,05;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;C709;1;0;1,33;0;0;0;0;0;0;;
Sud;Calabria;RC;C710;1;2;15,25;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;C711;0;0;2;0;0;0;0;0;0;;
Nord Est;Veneto;PD;C713;0;2;8;0;0;0;1;0;0;;
Nord Est;Veneto;VE;C714;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;C715;0;0;7;0;0;0;0;0;0;;
Sud;Campania;CE;C716;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Liguria;IM;C718;0;2;9,56;0;0;0;0;0;0;;
Sud;Campania;BN;C719;0;2;5,47;0;0;0;0;0;0,13;;
Nord Ovest;Piemonte;TO;C722;7;24,34;29,02;0;0;0;0;4,51;0;;
Sud;Basilicata;MT;C723;0;0;3,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;C724;0;1;1,5;0;0;0;0;0;0;;
Sud;Calabria;KR;C725;0;1;0;0;0;0;0;0;0;;
Sud;Calabria;KR;C726;0;7;14;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;C728;0;1;7,5;0;0;0;1;2;0;;
Nord Ovest;Liguria;SV;C729;0;0;5,06;0;0;0;1;4;0;;
Nord Ovest;Lombardia;BG;C730;0;5;7;0;0;0;1;7;0;;
Nord Ovest;Lombardia;VA;C732;2;1;13,79;0;0;0;1;2;0;;
Nord Ovest;Lombardia;MI;C733;1;0;7;0;0;0;0;1;1;;
Nord Est;Veneto;TV;C735;0;2,16;15,32;0;0;0;0;0;1;;
Nord Ovest;Piemonte;CN;C738;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;C739;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;LT;C740;1;23;37;0;0;0;0;6;34;;
Sud;Puglia;BR;C741;0;6,5;14,75;0;0;0;0;0;2;;
Centro;Umbria;PG;C742;0;2,66;17,85;0;0;0;0;0;0;;
Nord Est;Veneto;PD;C743;7;24,69;37,41;0;0;3;2;7,07;1;;
Centro;Umbria;PG;C744;0;4;23,43;0;9;0;0;2,08;0;;
Centro;Umbria;PG;C745;14,5;17,88;81,78;0;2;0;1;15,2;6;;
Centro;Lazio;RI;C746;0;1;14;0;0;0;1;4;0;;
Sud;Calabria;RC;C747;1;3;16,83;0;0;0;0;0;0;;
Centro;Lazio;RI;C749;0;0;2;0;0;0;0;0;0;;
Sud;Abruzzo;PE;C750;0;4,67;22,33;0;1;0;8;9;0;;
Nord Ovest;Lombardia;VA;C751;0;1;11;0;0;0;0;1;0;;
Nord Ovest;Lombardia;LC;C752;0;2;4,22;0;0;0;2;3,02;0;;
Nord Ovest;Liguria;IM;C755;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;C757;0;0;0;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;C758;5;1;13,67;0;0;0;1;0;4;;
Nord Ovest;Lombardia;BG;C759;0;6;9;0;0;0;0;2;0;;
Nord Ovest;Lombardia;BS;C760;0;1;4,5;0;0;0;0;1;0;;
Sud;Calabria;CS;C763;0;2;1;0;0;0;0;0;0;;
Sud;Molise;CB;C764;0;0,75;4;0;0;0;0;0;0;;
Centro;Lazio;VT;C765;3;16,67;29,65;0;0;0;0;5;0;;
Sud;Abruzzo;AQ;C766;0;0;1;0;0;0;0;1;0;;
Centro;Lazio;RM;C767;1;3;22;0;0;0;0;1;0;;
Sud;Abruzzo;CH;C768;0;0;6;0;0;0;0;0;0;;
Sud;Molise;IS;C769;0;0;1,01;0;0;0;0;0;1;;
Centro;Marche;MC;C770;15;46,58;72,32;0;1;0;6;21;1;;
Sud;Abruzzo;PE;C771;0;0;0;0;0;0;0;0;0;;
Sud;Molise;CB;C772;0;0;2,11;0;0;0;0;0;0;;
Centro;Lazio;RM;C773;11;33,66;32,94;0;0;0;0;4;0;;
Centro;Toscana;AR;C774;0;8,5;19;0;0;0;1;1;0;;
Sud;Abruzzo;CH;C776;0;0;1;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;FO;C777;0;1;3;0;0;0;0;2;5,66;;
Sud;Abruzzo;AQ;C778;0;0;1;0;0;0;0;0;0;;
Sud;Abruzzo;PE;C779;0;0;5;0;0;0;0;0;0;;
Centro;Lazio;VT;C780;1;0;10,9;0;0;0;0;1;0;;
Sud;Abruzzo;TE;C781;0;0;4;0;0;0;0;1;0;;
Centro;Toscana;GR;C782;0;2,67;12;0;1;0;0;0;1,8;;
Sud;Abruzzo;AQ;C783;0;2;0,75;0;0;0;0;0;0;;
Centro;Lazio;RM;C784;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;C785;0;0;3,62;0;0;0;0;0;5;;
Nord Ovest;Lombardia;CO;C787;0;1;8;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;C789;0;0;3;0;1;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;PN;C790;0;1;5,27;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;PN;C791;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;C792;0;0;5;0;0;0;0;0;1;;
Nord Ovest;Piemonte;TO;C793;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;CS;C795;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;VA;C796;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;C800;5;14;27,5;0;0;0;2;0,08;0;;
Nord Ovest;Piemonte;TO;C801;0;0;9;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;C803;0;1;12,56;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AT;C804;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;C806;1;7;11;0;0;0;1;6;2;;
Nord Ovest;Piemonte;AT;C807;0;1;2,93;0;0;0;0;0;0;;
Nord Ovest;Lombardia;VA;C810;3;0;2;0;0;0;0;3;0;;
Sud;Abruzzo;AQ;C811;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;PD;C812;2;1;15,66;0;0;0;2;1;1;;
Nord Ovest;Lombardia;PV;C813;0;0;6;0;0;0;1;2;0;;
Nord Est;Emilia-Romagna;FE;C814;3;7,17;20,5;1;0;0;1;4;4;;
Nord Est;Veneto;TV;C815;1;3,28;16,61;0;0;0;0;7;1;;
Nord Ovest;Lombardia;LO;C816;5;14;23;0;0;0;1;4;1;;
Nord Est;Friuli- Venezia Giulia;UD;C817;6;7;24,5;0;0;0;1;3,66;3,33;;
Isole;Sardegna;SS;C818;0;0;1;0;0;0;2;0;0;;
Nord Ovest;Piemonte;BI;C819;0;1;11,5;0;0;0;1;0;0;;
Nord Ovest;Lombardia;MI;C820;0;1;14;0;0;0;0;0,33;0;;
Nord Ovest;Valle d'Aosta;AO;C821;0;1;11,75;0;0;0;0;0;2;;
Nord Ovest;Liguria;GE;C823;1;2,27;7,17;0;0;0;0;0;0;;
Nord Est;Veneto;VI;C824;0;1;7,5;0;0;0;0;0;0;;
Nord Ovest;Liguria;GE;C826;0;0;11;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;C829;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;C835;0;0;1,33;0;0;0;1;0;0;;
Centro;Lazio;FR;C836;0;0;3;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PC;C838;0;0;5,14;0;0;0;0;0;1;;
Nord Ovest;Lombardia;LC;C839;4;3,44;27,66;0;0;0;0;5,13;0,5;;
Centro;Lazio;RI;C841;0;0;3;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;C844;0;0;3;0;0;0;1;0;0;;
Centro;Umbria;PG;C845;0;1,34;2;0;0;0;1;0;0;;
Sud;Campania;BN;C846;0;0;2;0;0;0;0;0;0;;
Centro;Toscana;SI;C847;10;13,41;53,5;0;0;0;0;5;2;;
Nord Est;Veneto;TV;C848;1;3;12;0;0;0;0;7;0;;
Nord Ovest;Lombardia;BS;C850;0;1;2,18;0;0;0;0;1;0;;
Nord Ovest;Lombardia;LC;C851;0;0,67;4,67;0;0;0;0;1;0;;
Nord Est;Emilia-Romagna;PR;C852;2;11;20,83;0;0;0;3;9,5;1;;
Sud;Abruzzo;PE;C853;2;1,22;5;0;0;0;0;2;0;;
Sud;Molise;CB;C854;0;0;1;0;0;0;1;1;0;;
Sud;Abruzzo;CH;C855;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;CH;C856;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;RI;C857;0;0;2,33;0;0;0;0;0;0;;
Centro;Lazio;RM;C858;3;14;16,75;0;0;1;0;32;0;;
Centro;Lazio;RI;C859;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;C860;3;19,83;35,33;0;0;0;2;9;0;;
Sud;Abruzzo;AQ;C862;0;0;1;0;0;0;0;0;0;;
Centro;Lazio;FR;C864;0;0;0;0;0;0;0;0;0;;
Sud;Puglia;LE;C865;0;1;7;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;C866;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;C867;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;C868;0;0;4;0;0;0;0;0;0;;
Centro;Toscana;LI;C869;8;4;22,57;0;0;0;13;14;1;;
Centro;Lazio;FR;C870;0;0,06;0;0;0;0;0;0;0;;
Isole;Sicilia;PA;C871;1;3;5,5;0;0;0;0;0;0;;
Sud;Molise;CB;C875;0;0;2,32;0;0;0;0;0;0;;
Centro;Lazio;RI;C876;0;3;6,5;0;0;0;0;1;1;;
Centro;Marche;AP;C877;0,33;3;7,84;0;0;0;0;2;0;;
Sud;Molise;IS;C878;0;0;2;0;0;0;0;0;0;;
Sud;Campania;SA;C879;0;1;8;0;0;0;0;0;0;;
Centro;Lazio;RI;C880;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;CA;C882;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;C883;0;0;4,99;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;C884;0;0;0;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;C885;0;0;1,5;0;0;0;0;0;1;;
Centro;Marche;MC;C886;0;0;3;0;0;0;0;0;0;;
Sud;Basilicata;MT;C888;0;1;3;0;0;0;0;0;0;;
Nord Est;Veneto;VR;C890;1;7;20,06;0;0;0;0;6;3;;
Nord Ovest;Lombardia;BS;C893;1;5;6,67;0;0;0;1;4,03;0;;
Nord Ovest;Lombardia;BG;C894;0;5,5;33,37;0;0;0;0;4,28;1;;
Nord Ovest;Lombardia;MI;C895;13;48,41;25,54;0;0;0;2,5;11,5;0;;
Nord Est;Veneto;VR;C897;0;7;19,6;0;0;0;1;4;0;;
Centro;Lazio;RM;C900;0;1;7;0;0;0;0;1;0;;
Sud;Abruzzo;TE;C901;7;1;7;0;0;0;0;2;0;;
Nord Ovest;Lombardia;CO;C902;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;C903;0;0;4;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;C904;4;1;17,69;0;0;0;1;3;3;;
Sud;Calabria;CS;C905;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;C908;0;2;4;0;0;0;0;3;0;;
Nord Ovest;Lombardia;BG;C910;0;0,34;3,34;0;0;0;0;0;0;;
Nord Ovest;Lombardia;VA;C911;0;0;3,08;0;0;0;1;2,02;0;;
Nord Est;Emilia-Romagna;FE;C912;10,52;28,19;29,53;0;0;0;2,03;9,95;3;;
Centro;Toscana;MS;C914;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LO;C917;0;0;2;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;C918;0;0;5,33;0;0;0;0;0;0;;
Nord Est;Veneto;BL;C919;0;1,45;10,03;0;0;0;0;0;0;;
Nord Est;Veneto;BL;C920;0;1;21,42;0;1;0;0;0;0;;
Nord Ovest;Lombardia;VA;C922;0;1;4,5;0;0;0;0;0,06;0;;
Nord Ovest;Lombardia;BS;C925;2;1;3,5;0;0;0;0;1;0;;
Nord Ovest;Piemonte;NO;C926;0;1;2;0;0;0;1;3;0;;
Isole;Sicilia;RG;C927;2,16;8,25;33,39;0;0;0;0;0;1;;
Isole;Sicilia;AG;C928;0;0;3;0;0;0;0;0;0;;
Sud;Campania;NA;C929;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MN;C930;0;2;9,5;0;0;0;1;0;0;;
Nord Ovest;Lombardia;CO;C933;28,02;71,65;86,04;2;4;2;4;25,4;0;;
Nord Est;Emilia-Romagna;PR;C934;0;0;1,8;0;0;0;0;0;0;;
Centro;Marche;AP;C935;0;3,25;10;0;0;0;0;5;1;;
Nord Ovest;Lombardia;CO;C936;0;0;5,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;C937;0;3,53;3;0;0;0;2;4;0;;
Nord Est;Veneto;VE;C938;2;0;1,26;0;0;0;0;1,04;1;;
Sud;Campania;CE;C939;0;0;3,25;0;0;0;0;0;0;;
Sud;Campania;SA;C940;0;0;0;0;0;0;1;0;0;;
Sud;Molise;IS;C941;0;0;1;0;0;0;0;0;0;;
Nord Est;Veneto;VR;C943;2;0,5;0;0;0;0;0;0;1;;
Centro;Lazio;RI;C946;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;C948;4;10,56;22,45;0;0;0;2;8,3;0,5;;
Nord Est;Veneto;VE;C950;1;7;21,59;0;0;0;4;2,26;0;;
Nord Est;Emilia-Romagna;MO;C951;0;4,17;15,5;0;0;0;2;4;0;;
Nord Ovest;Lombardia;MI;C952;5;11,5;21,16;0;0;0;4;18;0;;
Sud;Calabria;RC;C954;0;2;4;0;0;0;0;0,33;0;;
Nord Ovest;Piemonte;TO;C955;0;0;9;0;0;0;0;0,07;0;;
Isole;Sicilia;ME;C956;0;1;1;0;0;0;0;0;0;;
Nord Est;Veneto;TV;C957;19,42;23,45;29,27;0;0;1;1;6;0;;
Nord Ovest;Lombardia;PV;C958;0;0;7,33;0;0;0;0;1;0;;
Centro;Lazio;RI;C959;0;0;2;0;0;0;0;0;0;;
Sud;Calabria;CZ;C960;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;C962;0;0;1;0;0;0;1;0;0;;
Nord Est;Emilia-Romagna;RA;C963;0;6;19,5;0;0;0;0;2;3;;
Nord Est;Veneto;PD;C964;6;6;12,62;0;0;0;3;0;0;;
Isole;Sicilia;PA;C968;0;1;8;0;0;0;0;0;0;;
Centro;Lazio;RI;C969;1;2;5;0;0;0;0;0;0;;
Sud;Campania;AV;C971;0;0;10,46;0;0;0;0;1;0;;
Sud;Abruzzo;TE;C972;0;0,06;5,67;0;0;0;0;14;0;;
Sud;Campania;SA;C973;0;0;2;0;0;0;0;0;0;;
Sud;Campania;SA;C974;0;2;4;0;0;0;0;2;0;;
Sud;Puglia;BA;C975;3;16;45,17;0;0;0;0;9,09;0;;
Sud;Campania;AV;C976;0;0;1,56;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;C977;0;1;10,5;0;0;0;0;0;0;;
Sud;Puglia;LE;C978;0;14,5;9,33;0;0;0;0;1;0;;
Nord Ovest;Lombardia;PV;C979;0;0;1;0;0;0;0;1;0;;
Nord Est;Emilia-Romagna;FE;C980;5;13;34,5;0;0;0;1;2;5;;
Nord Ovest;Lombardia;PV;C982;0;0;7;0;0;0;0;0;0;;
Sud;Puglia;BA;C983;1;23,92;94,84;0;0;0;1;9;0;;
Sud;Campania;SA;C984;1;2;3,6;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;C986;2;7,5;29,25;0;0;0;0;1,37;0;;
Nord Est;Veneto;RO;C987;1;1;2;0;0;0;0;4;1;;
Centro;Lazio;VT;C988;0;3;19,41;0;0;0;0;1;0;;
Centro;Umbria;PG;C990;11;12,5;37,18;0;5;0;5;7,6;1;;
Nord Est;Friuli- Venezia Giulia;PN;C991;3;4;12,53;0;0;0;1;5,2;0;;
Nord Est;Veneto;TV;C992;2;5,71;11,5;0;0;0;0;1;2;;
Nord Est;Friuli- Venezia Giulia;PN;C993;1;0;4;0;0;0;0;0;1;;
Nord Ovest;Liguria;GE;C995;0;0;0;0;0;0;0;0;0;;
Centro;Toscana;LU;C996;0;2;15,5;0;0;0;1;1;0;;
Centro;Lazio;FR;C998;0;0,07;0,07;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;C999;0;0;0,5;0;0;0;0;0;0;;
Centro;Lazio;LT;D003;0;5;17,28;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RN;D004;0;1,5;15,17;0;0;0;4;8;3,83;;
Sud;Puglia;LE;D006;0;8;10;0;0;1;0;1;0;;
Centro;Marche;AN;D007;2;1;12,78;0;0;0;0;1;0;;
Nord Ovest;Piemonte;TO;D008;0;0;17,5;0;0;0;0;0;0;;
Isole;Sicilia;PA;D009;1;2;24,98;0;0;0;0;0;0;;
Sud;Basilicata;PZ;D010;0;1;21,8;0;0;0;0;2;0;;
Sud;Campania;SA;D011;0;0;10,5;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;D012;0;3;15,56;0;126;0;0,33;0;2;;
Nord Ovest;Lombardia;MI;D013;0;27,5;17;0;0;0;1;13,05;0;;
Nord Ovest;Lombardia;BG;D015;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;D016;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;D018;4;17,5;33,45;0;0;0;14;9,2;0;;
Nord Ovest;Lombardia;MI;D019;3;9;18;0;0;0;0,5;5;0;;
Nord Est;Veneto;VI;D020;1;6;20,46;0;0;0;1;4;0;;
Nord Ovest;Lombardia;LO;D021;0;2;2,5;0;0;0;0;3;0;;
Nord Ovest;Piemonte;CN;D022;0;0;14;0;0;0;0;0;0;;
Centro;Lazio;VT;D024;1,5;10;38,54;0;0;0;1;1;3;;
Nord Est;Emilia-Romagna;PR;D026;0;2;8,4;0;0;0;0;0;3;;
Nord Est;Friuli- Venezia Giulia;UD;D027;0;2;4;0;0;0;0;0;2;;
Nord Ovest;Lombardia;LO;D028;0;1;3,33;0;0;0;0;1;0;;
Nord Ovest;Lombardia;LO;D029;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;TV;D030;2;3;4,65;0;0;0;0;6;0;;
Nord Ovest;Lombardia;MI;D033;0;0;0;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RE;D037;0;14;63,17;0;0;0;0;10;2,78;;
Nord Ovest;Lombardia;MI;D038;0;0;6;0;0;0;0;0;0;;
Nord Est;Veneto;PD;D040;0;0;8,95;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;D041;0;0;1;0;0;0;0;0;0;;
Centro;Marche;MC;D042;5;5;48,42;0;0;1;4;8;1;;
Sud;Abruzzo;TE;D043;1;3;13;0;0;0;0;8;0;;
Sud;Puglia;LE;D044;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;D045;5,12;25,27;18;0;0;0;3;7;0;;
Nord Ovest;Piemonte;AT;D046;0;0;1;0;0;0;0;0;0;;
Sud;Calabria;CZ;D049;0;0;2,67;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AT;D050;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;D051;0;1;2,94;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;D052;0;0;2;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PC;D054;0;0;4,83;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;D056;0;0;2;0;0;0;1;0;0;;
Nord Ovest;Lombardia;CR;D057;0;1;5,54;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;D058;1;6,5;12,31;0;0;0;0;4,5;0;;
Nord Est;Emilia-Romagna;PC;D061;0;2;5;0;0;0;0;2;0;;
Nord Ovest;Piemonte;CN;D062;0;1;3;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BS;D064;0;0;7,7;0;0,33;0;0;0,78;0;;
Nord Ovest;Lombardia;LC;D065;0;1;2,34;0;0;0;0;4,35;0;;
Nord Ovest;Lombardia;BG;D066;0;1;0,92;0;0;0;0;5;0;;
Nord Ovest;Lombardia;LO;D068;1;1;0;0;0;0;0;0,44;3,44;;
Nord Ovest;Piemonte;AT;D072;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;TE;D076;0;0;1;0;0;0;0;0;0;;
Centro;Toscana;AR;D077;2;14,66;43;0;0;0;2;3;2;;
Sud;Abruzzo;PE;D078;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;D081;0;0;3,33;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;D082;0;3;3;0;0;0;0;2;0;;
Nord Est;Friuli- Venezia Giulia;UD;D085;0;0;4;0;0;0;0;1;0;;
Sud;Calabria;CS;D086;49,77;41,7;59,36;0;0;0;2,06;0;0;;
Nord Ovest;Liguria;IM;D087;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;D088;0;0;19,53;0;0;0;1;1;0,14;;
Sud;Calabria;RC;D089;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;D092;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;D093;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;D094;3;9,67;24,16;0;0;0;1;5;0;;
Nord Ovest;Liguria;SV;D095;0;0;9,16;0;0;0;0;1;0;;
Centro;Marche;AP;D096;0;0;2,5;0;0;0;0;1;0;;
Nord Ovest;Piemonte;VB;D099;0;0;2;0;0;0;0;0;0;;
Isole;Sardegna;SS;D100;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;D101;0;0;1,5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;D102;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;D103;0;0;2,58;0;0;0;0;0;0;;
Nord Est;Veneto;RO;D105;0;1;4;0;0;0;0;2;0,75;;
Nord Est;Veneto;VI;D107;2;6;8,67;0;0;0;5;2;0;;
Centro;Umbria;PG;D108;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;D109;0;0;1;0;0;0;0;0;3;;
Nord Ovest;Lombardia;BG;D110;0;9,15;7,49;0;0;0;0;2,37;0;;
Nord Ovest;Lombardia;BG;D111;0;0;2;0;0;0;0;0,01;0;;
Nord Ovest;Lombardia;LC;D112;1;3;9,5;0;0;0;1;1,07;0;;
Nord Ovest;Piemonte;VC;D113;0;0;4;0;0;0;0;2;3;;
Nord Ovest;Liguria;IM;D114;0;0;6,03;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;D117;5;11;14,16;0;0;0;1;1,03;0;;
Nord Est;Veneto;VR;D118;1;0;13,99;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AT;D119;0;2,5;24;0;0;0;0;3;0;;
