AREA;Regione;prov;2016_CodCom;NTN 2016 fino a 50_mq;NTN 2016 50 -| 85 mq;NTN 2016 85 -| 115 mq;NTN 2016 115 -| 145 mq;NTN 2016 oltre 145 mq;NTN 2016_TOTALE
Sud;Campania;BN;F274;2,66;2;0;0;3,4;8,06
Sud;Campania;BN;F287;0;0;0;0;0;0
Sud;Campania;BN;F494;0;3;1;0;2,28;6,28
Sud;Campania;BN;F557;0;2;0;0;2;4
Sud;Campania;BN;F636;11,26;18,67;19,3;14,5;15,15;78,88
Sud;Campania;BN;F717;1,17;2;2;3,05;6,58;14,8
Sud;Campania;BN;G227;3;1;6;2;1;13
Sud;Campania;BN;G243;3;1;3;3;6,92;16,92
Sud;Campania;BN;G311;6;2;6,03;3;1,22;18,25
Sud;Campania;BN;G318;1;3;0;3,5;2;9,5
Sud;Campania;BN;G386;0;0;0;2;2,67;4,67
Sud;Campania;BN;G494;3;0;1;0;4;8
Sud;Campania;BN;G626;0;0;0;0;3;3
Sud;Campania;BN;G631;1;4;6;1;3;15
Sud;Campania;BN;G827;0;1;7;1;3;12
Sud;Campania;BN;G848;2;0;0;2;2,5;6,5
Sud;Campania;BN;H087;0;1;0;0,63;0;1,63
Sud;Campania;BN;H227;0;1;0;1;0,8;2,8
Sud;Campania;BN;H764;5;6,67;3,5;4,67;6,5;26,34
Sud;Campania;BN;H894;2;9,67;21,5;25,94;23,67;82,78
Sud;Campania;BN;H898;1;3;0;2;3,75;9,75
Sud;Campania;BN;H953;0;2,67;4;5;4;15,67
Sud;Campania;BN;H955;0;0;2;4;2,83;8,83
Sud;Campania;BN;H967;0;2;0;0;0;2
Sud;Campania;BN;H973;1;0,2;0;0;1;2,2
Sud;Campania;BN;H984;0;2;1,5;3,5;4;11
Sud;Campania;BN;I002;0;1;2;1;4;8
Sud;Campania;BN;I049;0;1;0;0;3,67;4,67
Sud;Campania;BN;I062;1;2;4;5;1,5;13,5
Sud;Campania;BN;I145;1;1;4;1;4,67;11,67
Sud;Campania;BN;I179;0;1;2;1;0;4
Sud;Campania;BN;I197;4;10,5;8;8,4;22,43;53,33
Sud;Campania;BN;I277;4;4;0;3,5;6,6;18,1
Sud;Campania;BN;I455;0;0;2;0,33;0;2,33
Sud;Campania;BN;I809;0,89;1;2;2;9,55;15,44
Sud;Campania;BN;L086;5;4;8;10;19,67;46,67
Sud;Campania;BN;L185;0;0;1;0;0;1
Sud;Campania;BN;L254;1;1;0;1,5;2;5,5
Sud;Campania;BN;M093;0;4;0;1;1;6
Sud;Campania;CE;A106;0;0;0;1;0;1
Sud;Campania;CE;A200;4,67;2;2;4,56;11,56;24,79
Sud;Campania;CE;A243;0;2;0,5;1;7,67;11,17
Sud;Campania;CE;A403;0;2;3,16;1;5,24;11,4
Sud;Campania;CE;A512;35,5;32,4;61,59;81,92;71,72;283,13
Sud;Campania;CE;A579;0;0;0;2;2;4
Sud;Campania;CE;A755;2;13,11;5,5;10;8,75;39,36
Sud;Campania;CE;B361;1;1;2;0,88;2;6,88
Sud;Campania;CE;B362;0,06;3;2,06;6;4,22;15,34
Sud;Campania;CE;B445;0;8;6,25;5;11,67;30,92
Sud;Campania;CE;B477;0;3;8;4,16;3;18,16
Sud;Campania;CE;B494;4;1;1;0;3;9
Sud;Campania;CE;B581;2;2;3;2;8,83;17,83
Sud;Campania;CE;B667;10,78;7;6;17;14;54,78
Sud;Campania;CE;B704;0;0;1;2;1,75;4,75
Sud;Campania;CE;B715;7;12,75;27,5;15,31;13,54;76,1
Sud;Campania;CE;B779;0;6,48;6,93;5,43;8,66;27,5
Sud;Campania;CE;B781;13;8,56;9,33;12,33;26,76;69,98
Sud;Campania;CE;B860;2,53;11,53;27,8;26,42;17,4;85,68
Sud;Campania;CE;B872;3;3,67;3;2,83;22,33;34,83
Sud;Campania;CE;B916;5,09;4;13,42;2,96;9,15;34,62
Sud;Campania;CE;B935;1;5;21,78;8,28;12,64;48,7
Sud;Campania;CE;B963;36,47;69,51;112,78;143,32;176,58;538,66
Sud;Campania;CE;C097;2;1;0;0;2;5
Sud;Campania;CE;C178;0;1;1;2;1;5
Sud;Campania;CE;C211;1;0;0;2;4,5;7,5
Sud;Campania;CE;C291;9;79,08;94,39;70,72;75,14;328,33
Sud;Campania;CE;C558;9,84;1,92;4,92;4;6;26,68
Sud;Campania;CE;C561;0;3;8,89;13,54;4;29,43
Sud;Campania;CE;C716;0;0;0;0;0;0
Sud;Campania;CE;C939;4;6;0;0;2;12
Sud;Campania;CE;D228;2;8;8;10;14,5;42,5
Sud;Campania;CE;D361;0;1;2;1;2,5;6,5
Sud;Campania;CE;D683;0;0;0;1;0;1
Sud;Campania;CE;D709;0;1;1;0;2;4
Sud;Campania;CE;D769;2;5;3,29;2,67;4,87;17,83
Sud;Campania;CE;D799;2,89;2,37;8;7;5,5;25,76
Sud;Campania;CE;D801;1;4,75;7;4;9;25,75
Sud;Campania;CE;D884;0;0;0;1;0;1
Sud;Campania;CE;D886;2;2;2;1;2;9
Sud;Campania;CE;E011;0;0;1;1;2,14;4,14
Sud;Campania;CE;E039;0;1;1;0;0;2
Sud;Campania;CE;E158;3,67;1,17;6;6,5;12,67;30,01
Sud;Campania;CE;E173;1,67;1,67;28,5;34,17;9;75,01
Sud;Campania;CE;E554;0;1;0;2;1;4
Sud;Campania;CE;E570;0,67;1;0;1,67;3;6,34
Sud;Campania;CE;E754;4,33;9,06;28,98;26,27;13,67;82,31
Sud;Campania;CE;E784;2;2,67;14;9,83;9,33;37,83
Sud;Campania;CE;E791;12,11;32,49;32,96;58,83;50,27;186,66
Sud;Campania;CE;E932;20;17,67;25,98;32,73;31,29;127,67
Sud;Campania;CE;E998;0;0;1;1;2,5;4,5
Sud;Campania;CE;F043;1;3;5;6;0;15
Sud;Campania;CE;F203;2;0;4,5;7;2;15,5
Sud;Campania;CE;F352;7;56,43;46,07;22,77;19,83;152,1
Sud;Campania;CE;G130;2,28;13,5;54,13;22,67;14,85;107,43
Sud;Campania;CE;G333;7,49;7,15;16;9;20;59,64
Sud;Campania;CE;G364;3;2;3;2;3;13
Sud;Campania;CE;G541;0;1;2;1;2,71;6,71
Sud;Campania;CE;G596;4,08;11;3;13,5;10,72;42,3
Sud;Campania;CE;G620;0;0;4;4,99;4,5;13,49
Sud;Campania;CE;G630;0;1;2;2,75;5;10,75
Sud;Campania;CE;G661;6;5;3;7;9,55;30,55
Sud;Campania;CE;G849;0;1;0;1;1;3
Sud;Campania;CE;G903;1,6;0;16,67;7;11;36,27
Sud;Campania;CE;G991;1;2;1;1;2;7
Sud;Campania;CE;G995;0;0;0;1;3;4
Sud;Campania;CE;H045;0;1;1,75;1,75;0;4,5
Sud;Campania;CE;H165;0;1;1;0;0;2
Sud;Campania;CE;H202;1;0;0;0;1,5;2,5
Sud;Campania;CE;H210;2;1;10;8;8,17;29,17
Sud;Campania;CE;H268;0;1;1;0;8,67;10,67
Sud;Campania;CE;H398;1;0;5;1,33;3;10,33
Sud;Campania;CE;H423;0;0;2;6,5;5;13,5
Sud;Campania;CE;H436;0;0;2;1;3;6
Sud;Campania;CE;H459;0;0;0;1;0;1
Sud;Campania;CE;H798;4,67;1;8,97;5,71;10,7;31,05
Sud;Campania;CE;H834;9,08;11,75;13;10,04;19,83;63,7
Sud;Campania;CE;H939;1;2;2;3;1,5;9,5
Sud;Campania;CE;H978;4;2;10,69;9,2;4,75;30,64
Sud;Campania;CE;I056;3,5;13,33;38,5;62,5;29,08;146,91
Sud;Campania;CE;I113;2;0;1;0,66;2,26;5,92
Sud;Campania;CE;I130;0;0;0;2;3;5
Sud;Campania;CE;I131;7;13,63;20,97;16,63;7,63;65,86
Sud;Campania;CE;I233;8;16;9;17,5;15;65,5
Sud;Campania;CE;I234;7,6;30,99;57,73;67,67;49,97;213,96
Sud;Campania;CE;I247;0;0;3;0,27;2,13;5,4
Sud;Campania;CE;I261;0;1,5;1,33;12,33;10;25,16
Sud;Campania;CE;I273;4;0;0,5;0;2;6,5
Sud;Campania;CE;I306;1,96;11,76;36,26;15,29;14,59;79,86
Sud;Campania;CE;I676;32,49;92,97;74,84;52,57;41,5;294,37
Sud;Campania;CE;I885;2,58;1;4,66;3;11,97;23,21
Sud;Campania;CE;I993;5,87;5;32;7;2;51,87
Sud;Campania;CE;L083;3;6,17;8,92;11,89;12,67;42,65
Sud;Campania;CE;L155;2;11,8;33,97;19;9,83;76,6
Sud;Campania;CE;L205;1;0;1;0;1,67;3,67
Sud;Campania;CE;L379;7;13,05;34,01;31,75;16,4;102,21
Sud;Campania;CE;L540;2;1;9;3;6,67;21,67
Sud;Campania;CE;L591;0;0;2;2;6;10
Sud;Campania;CE;L594;1;0;1;0;1;3
Sud;Campania;CE;L844;2;1,5;4,5;4;7,84;19,84
Sud;Campania;CE;M092;2;6;10;14,5;16,5;49
Sud;Campania;CE;M260;3,89;1;1,8;1,46;15,08;23,23
Sud;Campania;NA;A024;22,44;82,13;87,26;55,59;27,11;274,53
Sud;Campania;NA;A064;60,41;79,09;74,64;48,73;20,14;283,01
Sud;Campania;NA;A068;3,28;9,5;11;3;9,57;36,35
Sud;Campania;NA;A268;4;13,39;6;1,5;1;25,89
Sud;Campania;NA;A455;25,85;25,75;35,92;34,03;11;132,55
Sud;Campania;NA;A535;7,5;30,3;34,5;10;9;91,3
Sud;Campania;NA;A617;7;14,17;4;0;5,12;30,29
Sud;Campania;NA;B076;8;19,5;28,21;26,89;10,5;93,1
Sud;Campania;NA;B077;3,9;14,41;18,94;13,5;15,5;66,25
Sud;Campania;NA;B227;4;11;25,7;18,16;10,11;68,97
Sud;Campania;NA;B371;33,44;57,95;65;40,01;13;209,4
Sud;Campania;NA;B452;0,66;7;7,33;14,33;3;32,32
Sud;Campania;NA;B565;1;4;2;1;5;13
Sud;Campania;NA;B696;6,42;14,25;14,13;3,61;9,5;47,91
Sud;Campania;NA;B740;3;0,8;1;6;5;15,8
Sud;Campania;NA;B759;9;15,99;36,85;18,67;11,18;91,69
Sud;Campania;NA;B905;10,78;68,26;119,5;43;7;248,54
Sud;Campania;NA;B922;1,67;3;3,33;5,67;2;15,67
Sud;Campania;NA;B924;7;14,33;9,5;2,5;4;37,33
Sud;Campania;NA;B925;3;7,25;13,5;11;10;44,75
Sud;Campania;NA;B946;10,55;33;83,58;48,5;15;190,63
Sud;Campania;NA;B980;0,29;5,5;3;2,86;0,5;12,15
Sud;Campania;NA;B990;18,05;75,91;159,28;90,07;24,42;367,73
Sud;Campania;NA;C129;30,5;100,2;93,03;78,31;47,7;349,74
Sud;Campania;NA;C188;3;4,75;6;10;5,33;29,08
Sud;Campania;NA;C495;10;12,03;36,5;22,9;9,4;90,83
Sud;Campania;NA;C675;4;6;20,38;10;20,36;60,74
Sud;Campania;NA;C697;3;3;6,16;8;11;31,16
Sud;Campania;NA;C929;1,56;1;0;0;1,56;4,12
Sud;Campania;NA;D170;9;6,72;26;15,99;4;61,71
Sud;Campania;NA;D702;14,02;18,71;16,84;13,52;7,22;70,31
Sud;Campania;NA;D789;28,68;26,93;41,9;45,18;16,93;159,62
Sud;Campania;NA;D790;6;7;18,14;10,97;4,07;46,18
Sud;Campania;NA;E054;41,51;111,37;237,4;116,48;140,29;647,05
Sud;Campania;NA;E131;6,02;28,79;31,89;23,93;10,4;101,03
Sud;Campania;NA;E224;4,5;10;23,86;19,5;8;65,86
Sud;Campania;NA;E329;10;17,33;13,25;10;12,45;63,03
Sud;Campania;NA;E396;1;4;2,5;1,67;1;10,17
Sud;Campania;NA;E557;3,78;5,71;7,75;4,14;6,08;27,46
Sud;Campania;NA;E620;0;0;0,5;0;2,38;2,88
Sud;Campania;NA;E906;17,16;67,88;95,21;74,93;31,5;286,68
Sud;Campania;NA;E954;6;6;13;9;8;42
Sud;Campania;NA;E955;12,75;25,44;42,29;33,12;24,45;138,05
Sud;Campania;NA;F030;6,5;16,5;21,4;14;11,91;70,31
Sud;Campania;NA;F111;9,29;45,01;64,75;39,67;15,33;174,05
Sud;Campania;NA;F162;11,5;18;12,73;13,5;6,75;62,48
Sud;Campania;NA;F488;1,66;4,22;14,13;5,58;0;25,59
Sud;Campania;NA;F799;9,43;67,74;75,91;49,19;24,69;226,96
Sud;Campania;NA;F839;959,94;1935,68;1854,08;1123,84;788,87;6662,41
Sud;Campania;NA;F924;17,33;21,14;66,58;57,65;54,46;217,16
Sud;Campania;NA;G190;5,89;13,83;21,67;16,91;17,08;75,38
Sud;Campania;NA;G283;3;3;19,89;12,61;22,08;60,58
Sud;Campania;NA;G309;6;22;43,92;27;38,05;136,97
Sud;Campania;NA;G568;8;13,6;14,9;21,98;11,6;70,08
Sud;Campania;NA;G670;1;5;4,8;5;1;16,8
Sud;Campania;NA;G762;2,5;11,22;28,69;19,42;11;72,83
Sud;Campania;NA;G795;5;13,47;17,67;23,39;10;69,53
Sud;Campania;NA;G812;13,39;42,64;90,6;48,58;35,26;230,47
Sud;Campania;NA;G813;4,05;16,69;24,26;28,15;7,45;80,6
Sud;Campania;NA;G902;29,96;95,77;141,66;96,15;53,54;417,08
Sud;Campania;NA;G964;23,36;94,76;101;66,5;43,16;328,78
Sud;Campania;NA;H072;9;17,5;11;11;5,04;53,54
Sud;Campania;NA;H101;4,31;14,33;37,03;29,77;7,06;92,5
Sud;Campania;NA;H114;8;32,5;73,5;59,61;16,5;190,11
Sud;Campania;NA;H243;39,69;71,82;55,92;60,04;39,68;267,15
Sud;Campania;NA;H433;6;1,17;5,22;4,61;5,06;22,06
Sud;Campania;NA;H860;1;4,67;6,5;5;11;28,17
Sud;Campania;NA;H892;9;70,3;128,51;70,66;25,34;303,81
Sud;Campania;NA;H931;9;13,57;18,17;15,8;14,33;70,87
Sud;Campania;NA;I073;0;1;3;3;4;11
Sud;Campania;NA;I151;1,33;13,54;29,41;15,94;9,99;70,21
Sud;Campania;NA;I208;2;20,5;11,5;14,36;7,5;55,86
Sud;Campania;NA;I262;13,66;14,91;24,59;39,58;21,42;114,16
Sud;Campania;NA;I293;8,4;38,37;57,19;19;15,66;138,62
Sud;Campania;NA;I300;9;16,67;12,15;15,3;10,99;64,11
Sud;Campania;NA;I391;3;10;21;6;6,67;46,67
Sud;Campania;NA;I469;2;11,67;9,42;12,5;12,67;48,26
Sud;Campania;NA;I540;2;5,08;10;8,8;7;32,88
Sud;Campania;NA;I652;2;1;2;0,5;0,5;6
Sud;Campania;NA;I820;19;11,67;22;31,13;22,07;105,87
Sud;Campania;NA;I862;9,24;26,17;26,77;28,64;30,2;121,02
Sud;Campania;NA;I978;2;4;8;0;5;19
Sud;Campania;NA;L142;4,63;6,66;4;6,59;11,66;33,54
Sud;Campania;NA;L245;35,34;78,67;72,39;57,6;48;292
Sud;Campania;NA;L259;64,33;117,41;136,39;89,61;50;457,74
Sud;Campania;NA;L460;0;5;7;5;1,5;18,5
Sud;Campania;NA;L845;12;26,92;28,11;10;14,85;91,88
Sud;Campania;NA;M072;4;2;1,09;3,86;6,04;16,99
Sud;Campania;NA;M115;7,09;20,03;63,67;29,59;12,18;132,56
Sud;Campania;NA;M273;4;3,78;11,2;12,1;3,84;34,92
Sud;Campania;NA;M280;5;16,08;9,51;12,92;6,12;49,63
Sud;Campania;NA;M289;3,8;10,92;7,92;4;1,17;27,81
Sud;Campania;SA;A023;2;3;4;5;0;14
Sud;Campania;SA;A091;23,25;79,33;49;31,21;25,7;208,49
Sud;Campania;SA;A128;1;3;4,5;2;7;17,5
Sud;Campania;SA;A186;0;1;0;1,5;1,17;3,67
Sud;Campania;SA;A230;3;5;6;3;11;28
Sud;Campania;SA;A251;9,67;12,24;5,25;3;6,13;36,29
Sud;Campania;SA;A294;6,67;25;35,66;50,67;28,26;146,26
Sud;Campania;SA;A343;0;1;0;2;1;4
Sud;Campania;SA;A460;9;34,11;18,5;1;0;62,61
Sud;Campania;SA;A484;0;3;0;0;3;6
Sud;Campania;SA;A487;2,8;6,62;2;0;0;11,42
Sud;Campania;SA;A495;0;2,67;0;0;2,67;5,34
Sud;Campania;SA;A674;6;36,5;57,42;30;28;157,92
Sud;Campania;SA;A717;15,64;78,81;77,89;98,36;56,17;326,87
Sud;Campania;SA;A756;0;1;1,34;0,33;0;2,67
Sud;Campania;SA;B115;2;4;3;5;3,75;17,75
Sud;Campania;SA;B242;2;5,94;1;11;0,5;20,44
Sud;Campania;SA;B266;0;0;1;2,11;0,66;3,77
Sud;Campania;SA;B351;1;3;1;2;2;9
Sud;Campania;SA;B437;0;0;2;0;1;3
Sud;Campania;SA;B476;4;14;8;5,96;8,75;40,71
Sud;Campania;SA;B492;3,34;12,75;15,5;7,75;9;48,34
Sud;Campania;SA;B555;0;0;0;0;1;1
Sud;Campania;SA;B608;0;1;2;0;0;3
Sud;Campania;SA;B644;9,67;31,41;36,17;24,84;14,8;116,89
Sud;Campania;SA;B868;0;0;2;1;2;5
Sud;Campania;SA;B888;0;0;1;1;1;3
Sud;Campania;SA;B895;10,43;33,67;13,92;6,83;5,07;69,92
Sud;Campania;SA;B959;2;0;1;2;0;5
Sud;Campania;SA;C069;0;0;0;1,67;0;1,67
Sud;Campania;SA;C125;12,3;108,27;25,89;5,81;12,25;164,52
Sud;Campania;SA;C231;0;5;9;3;2,89;19,89
Sud;Campania;SA;C235;0;0;0;1;0;1
Sud;Campania;SA;C259;7;10;27,8;14,67;20,25;79,72
Sud;Campania;SA;C262;1;2,87;0;1;2,5;7,37
Sud;Campania;SA;C306;0;0,33;2;1;3;6,33
Sud;Campania;SA;C361;18,33;48,13;80,67;57,27;53,12;257,52
Sud;Campania;SA;C444;1;1,75;0;0,33;0,33;3,41
Sud;Campania;SA;C470;9;24,14;11,17;5,67;6,33;56,31
Sud;Campania;SA;C485;0;2;1,08;0;2;5,08
Sud;Campania;SA;C584;3,5;5,5;3,5;2;0;14,5
Sud;Campania;SA;C676;1;2;0;1;2;6
Sud;Campania;SA;C879;0;2;3,33;1;2,11;8,44
Sud;Campania;SA;C940;1;0;0;2;0;3
Sud;Campania;SA;C973;0;1;1;0;0;2
Sud;Campania;SA;C974;0;1;1,83;1;0,5;4,33
Sud;Campania;SA;C984;4,84;3;3;2,08;5;17,92
Sud;Campania;SA;D011;0;0;1;0;0;1
Sud;Campania;SA;D195;0;0;0;0;0;0
Sud;Campania;SA;D292;0;3;0,75;7,5;3,5;14,75
Sud;Campania;SA;D390;7,08;36,31;38,26;50,02;21,54;153,21
Sud;Campania;SA;D527;1;0,8;1;1;2;5,8
Sud;Campania;SA;D615;18;26;20,64;29;16,91;110,55
Sud;Campania;SA;D826;1;0;0;0;2;3
Sud;Campania;SA;D832;0,83;0;0;1,5;1;3,33
Sud;Campania;SA;E026;1;3;4;2,52;7;17,52
Sud;Campania;SA;E027;1;9,25;14;13;11,5;48,75
Sud;Campania;SA;E037;0;1;0;1;0,5;2,5
Sud;Campania;SA;E060;0;1;2;4;0;7
Sud;Campania;SA;E365;3;4,5;8,5;3,5;2;21,5
Sud;Campania;SA;E480;0;3;1;1;3;8
Sud;Campania;SA;E485;1;4,63;2;1;1;9,63
Sud;Campania;SA;E486;0;0,5;1;1;0;2,5
Sud;Campania;SA;E498;0;1,11;2,11;4;1;8,22
Sud;Campania;SA;E767;1;2;0;1;2;6
Sud;Campania;SA;E814;1;2;0;0;0;3
Sud;Campania;SA;E839;10,66;25,19;13,22;5,08;1;55,15
Sud;Campania;SA;F138;7,83;21,86;36,92;29,3;24,83;120,74
Sud;Campania;SA;F223;3;4,5;2;0;1;10,5
Sud;Campania;SA;F278;1;0;0;1;2;4
Sud;Campania;SA;F426;0;1;4;1;2,5;8,5
Sud;Campania;SA;F479;1;17,67;9,5;4,67;3,18;36,02
Sud;Campania;SA;F480;4;19;43,5;26,08;5,5;98,08
Sud;Campania;SA;F481;1;6,66;13,83;16,19;11;48,68
Sud;Campania;SA;F507;0;0;1;0;1;2
Sud;Campania;SA;F618;0;6,33;0;1;0;7,33
Sud;Campania;SA;F625;0;3;5;2,5;6;16,5
Sud;Campania;SA;F731;0;0;0;0;0;0
Sud;Campania;SA;F912;29,07;48,74;71,41;82,03;64,23;295,48
Sud;Campania;SA;F913;4,1;20,83;49,58;47,02;28,1;149,63
Sud;Campania;SA;F967;1;3;1;1,22;2;8,22
Sud;Campania;SA;G011;0;2;2,22;1;4;9,22
Sud;Campania;SA;G023;2,67;2;8,67;5;4,38;22,72
Sud;Campania;SA;G039;0;2;1,75;4,67;1;9,42
Sud;Campania;SA;G063;0;2;1;0;1;4
Sud;Campania;SA;G121;0;1;0;0;0;1
Sud;Campania;SA;G192;0;0;1;0;1;2
Sud;Campania;SA;G226;0;4;5;7;4,39;20,39
Sud;Campania;SA;G230;17,22;28,05;67,45;59,17;51,07;222,96
Sud;Campania;SA;G292;0;2;1;0;1;4
Sud;Campania;SA;G426;2;15;27,5;17,83;19;81,33
Sud;Campania;SA;G447;0;4;1;1,28;5,5;11,78
Sud;Campania;SA;G455;0;1;0;0;1;2
Sud;Campania;SA;G476;0;2;0;0;1;3
Sud;Campania;SA;G509;1;1;0;1;0;3
Sud;Campania;SA;G538;0;0;1;1;2;4
Sud;Campania;SA;G540;1;0;0;0;0,25;1,25
Sud;Campania;SA;G707;3,22;9,22;3;1;1,33;17,77
Sud;Campania;SA;G793;0;1;0;2,38;8,83;12,21
Sud;Campania;SA;G796;6;23,83;8;2;1,5;41,33
Sud;Campania;SA;G834;5;46,53;85,44;76;20,33;233,3
Sud;Campania;SA;G887;1;0;0;1,5;0,8;3,3
Sud;Campania;SA;G932;1;4;4,77;2;5,5;17,27
Sud;Campania;SA;G939;0;2;1;2;4;9
Sud;Campania;SA;G976;0;4;3;2,5;3;12,5
Sud;Campania;SA;H062;0,46;2,07;1;0;2;5,53
Sud;Campania;SA;H198;1,5;7,5;3;1;1;14
Sud;Campania;SA;H277;0;1;0,33;0;1;2,33
Sud;Campania;SA;H394;4;6;10,94;2;4;26,94
Sud;Campania;SA;H412;2,5;1;1;1;1;6,5
Sud;Campania;SA;H431;3;2;11,78;11,71;9,17;37,66
Sud;Campania;SA;H485;1,7;0;3,94;3,78;2,18;11,6
Sud;Campania;SA;H503;0;0;2;0;1;3
Sud;Campania;SA;H564;0;2,99;0;1;0;3,99
Sud;Campania;SA;H644;0;1;2;0;1;4
Sud;Campania;SA;H654;0;0;0;0;0,5;0,5
Sud;Campania;SA;H683;8;10,53;8;12,5;7,25;46,28
Sud;Campania;SA;H686;2;1;2;0;2;7
Sud;Campania;SA;H703;44,75;246,45;282,39;273,1;189,99;1036,68
Sud;Campania;SA;H732;0;1;0;0;0;1
Sud;Campania;SA;H800;2;5;19;10,5;11,75;48,25
Sud;Campania;SA;H907;9,5;12,22;5;2,72;3;32,44
Sud;Campania;SA;H943;1;3,48;0;2,24;4;10,72
Sud;Campania;SA;H977;0;3;5;3;1;12
Sud;Campania;SA;I019;9;9;13,17;6,72;6;43,89
Sud;Campania;SA;I031;0;8;1;1;0;10
Sud;Campania;SA;I032;0;0;1;0,67;0;1,67
Sud;Campania;SA;I089;0;1;1;1;2,5;5,5
Sud;Campania;SA;I143;2;3;0;0,5;1;6,5
Sud;Campania;SA;I253;6;17,25;1,09;4,17;3;31,51
Sud;Campania;SA;I260;0;0;1;1;0;2
Sud;Campania;SA;I278;0;0;1;0;1;2
Sud;Campania;SA;I307;0;2,5;2;0;6;10,5
Sud;Campania;SA;I317;9;6,7;4,5;2,44;6,96;29,6
Sud;Campania;SA;I377;4,33;7,5;7,67;2,67;3;25,17
Sud;Campania;SA;I410;0;0;2;0;0;2
Sud;Campania;SA;I422;2,33;12,5;12,22;8,65;4,58;40,28
Sud;Campania;SA;I438;20,17;28;39,83;36,28;26,28;150,56
Sud;Campania;SA;I451;1;2;2;2;3,5;10,5
Sud;Campania;SA;I483;26,62;44,87;65,59;70,79;37,44;245,31
Sud;Campania;SA;I486;0;2;1;1;1,15;5,15
Sud;Campania;SA;I648;0;0;2;1;0;3
Sud;Campania;SA;I666;1;3;0,5;3;2;9,5
Sud;Campania;SA;I677;0;0;2;0;3;5
Sud;Campania;SA;I720;3;5;7,84;5;8,34;29,18
Sud;Campania;SA;I960;0;1;0;0;0;1
Sud;Campania;SA;L212;0;0;6;2;2,5;10,5
Sud;Campania;SA;L233;0;1,84;1;0,34;1;4,18
Sud;Campania;SA;L274;1,53;3;2,25;1,66;2,5;10,94
Sud;Campania;SA;L306;0;1;1;1;0;3
Sud;Campania;SA;L323;5;10,83;9,5;4;1;30,33
Sud;Campania;SA;L377;0;0;3;0;0;3
Sud;Campania;SA;L628;11;11;12,67;15;5,5;55,17
Sud;Campania;SA;L656;1;0;0;0;5;6
Sud;Campania;SA;L835;4;12,17;5,17;5,33;4;30,67
Sud;Campania;SA;L860;9;23;16,83;8;5;61,83
Sud;Campania;SA;M253;0;1;1,75;2,5;2,22;7,47
Sud;Campania;SA;M294;3;16;15,5;17,34;11,17;63,01
Sud;Molise;CB;A050;1;3;3;0;1;8
Sud;Molise;CB;A616;2;1;4;2;1,33;10,33
Sud;Molise;CB;A930;4,35;3,83;9,78;8;3,97;29,93
Sud;Molise;CB;A971;1;3;1;2;1;8
Sud;Molise;CB;B295;1;0;0;2;0;3
Sud;Molise;CB;B519;30,8;96,39;138,81;115,23;71,91;453,14
Sud;Molise;CB;B522;0,5;0,64;0,5;0;0;1,64
Sud;Molise;CB;B528;1;5,5;8;3;5,75;23,25
Sud;Molise;CB;B544;0;0;0;0;0;0
Sud;Molise;CB;B550;54;110;21,33;13,41;11;209,74
Sud;Molise;CB;B858;3,3;6,67;5;1,89;2;18,86
Sud;Molise;CB;B871;0;0;0;0;0;0
Sud;Molise;CB;C066;1,5;0;0,67;1;0;3,17
Sud;Molise;CB;C175;0;0;0;0;0;0
Sud;Molise;CB;C197;1;6,67;1;1,5;0;10,17
Sud;Molise;CB;C346;0,11;0,33;0;0,33;1,11;1,88
Sud;Molise;CB;C486;1;1;1,67;2;3;8,67
Sud;Molise;CB;C488;0;0;0;0;0;0
Sud;Molise;CB;C764;1;1;0;0;1;3
Sud;Molise;CB;C772;1;2,75;1;0;0;4,75
Sud;Molise;CB;C854;0;0,33;1,33;1;3;5,66
Sud;Molise;CB;C875;0;1;3;0;1;5
Sud;Molise;CB;D550;1;3,5;4,66;4;4,17;17,33
Sud;Molise;CB;D737;2;1;0;0;0;3
Sud;Molise;CB;D896;1;2,75;2,25;0;0;6
Sud;Molise;CB;E030;0;0;1;1;0;2
Sud;Molise;CB;E244;2;3;0;1;0;6
Sud;Molise;CB;E248;0;2;0;0;1;3
Sud;Molise;CB;E259;4;8;6;11;3;32
Sud;Molise;CB;E381;1;0;0;0;1;2
Sud;Molise;CB;E456;0;7,8;5,75;4,9;6;24,45
Sud;Molise;CB;E599;0;0;0,8;0;1;1,8
Sud;Molise;CB;E722;0;2;0;3;0;5
Sud;Molise;CB;E748;2;3;1;0;0;6
Sud;Molise;CB;E780;0;1;2;0;1;4
Sud;Molise;CB;E799;2;0;1;0;1;4
Sud;Molise;CB;F055;0;0;0;1;1;2
Sud;Molise;CB;F233;2;6;8;3;4;23
Sud;Molise;CB;F294;0;0;1;0;0;1
Sud;Molise;CB;F322;3;1,5;0;3;0,5;8
Sud;Molise;CB;F391;0;3,33;3,33;1;0,8;8,46
Sud;Molise;CB;F475;3;0,88;1;3;1;8,88
Sud;Molise;CB;F495;2;2;0;0;1;5
Sud;Molise;CB;F548;0;1;0;0;0;1
Sud;Molise;CB;F569;1;0;0;0;0;1
Sud;Molise;CB;F576;3;39,67;13,22;8;2;65,89
Sud;Molise;CB;F689;1;1;1;0;0;3
Sud;Molise;CB;F748;2;1;2;0;0;5
Sud;Molise;CB;G086;0;2;1;2;5;10
Sud;Molise;CB;G257;1;0;1,67;0;0;2,67
