AREA;Regione;prov;2019_CodCom;NTN 2019 fino a 50 mq;NTN  2019 50 -| 85 mq;NTN 2019 85 -| 115 mq;NTN  2019 115 -| 145 mq;NTN  2019 oltre 145 mq;NTN 2019
Sud;Campania;NA;I208;2,31;13;19,5;8,55;8,02;51,38
Nord Ovest;Piemonte;CN;I210;0;4;10;5,56;10;29,56
Nord Ovest;Lombardia;PV;I213;0;4;0;5,5;2;11,5
Sud;Calabria;RC;I214;0;0;0;0;0;0
Isole;Sicilia;ME;I215;15,92;15,17;3;7;2,92;44,01
Isole;Sicilia;CT;I216;1;3;2,5;2,75;4,5;13,75
Centro;Toscana;PI;I217;2;6;2,5;1,67;6;18,17
Sud;Campania;AV;I219;0;2;2,32;1;4;9,32
Isole;Sicilia;ME;I220;0;5;6,61;6,89;7;25,5
Nord Est;Veneto;TV;I221;0;19,33;37,16;13,5;31,16;101,15
Isole;Sicilia;AG;I224;1;1;6;13,29;7,5;28,79
Nord Ovest;Liguria;GE;I225;16,5;68,09;40,42;19,5;16,65;161,16
Nord Ovest;Lombardia;PV;I230;3,17;4,25;0;0;1,25;8,67
Centro;Toscana;PI;I232;4,25;58,15;43,22;24,5;24,33;154,45
Sud;Campania;CE;I233;1;7,14;27,64;23,01;22,17;80,96
Sud;Campania;CE;I234;35,09;48,83;55,12;87,33;62,83;289,2
Nord Ovest;Lombardia;PV;I236;3;15;22;13,5;13;66,5
Nord Ovest;Lombardia;PV;I237;0,5;4,5;3,5;2,5;10;21
Sud;Molise;IS;I238;0;1,99;0;3,99;3;8,98
Isole;Sicilia;CT;I240;5;9;9,02;6,5;9,03;38,55
Nord Est;Veneto;VE;I242;3;43;46,5;39,64;41,37;173,51
Nord Ovest;Lombardia;LC;I243;0;4,25;4;1;4,25;13,5
Sud;Abruzzo;CH;I244;1;2;4;7;4;18
Sud;Campania;CE;I247;5;0;2;0;0,58;7,58
Nord Est;Friuli- Venezia Giulia;UD;I248;2;1;4;1;10,5;18,5
Nord Ovest;Piemonte;VB;I249;6;33;8;6;1,83;54,83
Centro;Marche;AN;I251;0,13;0,13;6,33;2,08;8,23;16,9
Sud;Campania;SA;I253;10;9;7,63;3;3;32,63
Isole;Sicilia;ME;I254;0;0;2;1,5;1;4,5
Centro;Lazio;RM;I255;56,06;182,99;92,9;45,1;30,08;407,13
Centro;Lazio;FR;I256;2;0;0;0;2,67;4,67
Nord Ovest;Piemonte;TO;I258;4;19;20,5;4,47;17,5;65,47
Nord Est;Veneto;VR;I259;1;37,5;34,25;28,08;30,21;131,04
Sud;Campania;SA;I260;0;0;1;1,5;1;3,5
Sud;Campania;CE;I261;3;2;9;11,5;12;37,5
Sud;Campania;NA;I262;23,94;27,08;28,64;27;12,5;119,16
Centro;Umbria;PG;I263;1;0;1,5;0;2;4,5
Sud;Campania;AV;I264;0;1;1;0;0;2
Centro;Lazio;FR;I265;0;1;0;1;1;3
Sud;Calabria;CZ;I266;5,5;22,53;9,56;0;1,61;39,2
Isole;Sardegna;CA;I271;0,14;0;5;0;1,64;6,78
Sud;Campania;CE;I273;0;3;3;1;2,22;9,22
Nord Ovest;Lombardia;LO;I274;6;33,91;39,49;12,88;23,27;115,55
Nord Est;Veneto;PD;I275;0,5;11,5;20,17;15,5;25;72,67
Nord Ovest;Lombardia;PV;I276;0;0;2;3;3,13;8,13
Sud;Campania;BN;I277;1;4;3;1;7;16
Sud;Campania;SA;I278;0;4;1;2;3;10
Sud;Campania;AV;I279;0;3;1;1;1;6
Sud;Campania;AV;I280;2;2;2;0;0;6
Sud;Campania;AV;I281;2,5;1;5;1;14,25;23,75
Sud;Molise;IS;I282;0;2;0;0;0;2
Isole;Sicilia;ME;I283;0;3;3;5;2,5;13,5
Centro;Lazio;RM;I284;7;14;16;4;10;51
Centro;Marche;MC;I286;2;1;0;0;3;6
Centro;Marche;PS;I287;1,5;1;2;2,33;8,75;15,58
Sud;Basilicata;PZ;I288;1;2,89;0;1;1;5,89
Sud;Molise;CB;I289;0;1;0;0;0;1
Isole;Sicilia;AG;I290;4;1;1;1;2;9
Isole;Sicilia;TP;I291;0;2;4;5;9,47;20,47
Nord Est;Veneto;VR;I292;3;7;2;7;2;21
Sud;Campania;NA;I293;10;44;43;15;16;128
Isole;Sardegna;CA;I294;7,67;44,86;31;11,84;16,17;111,54
Nord Ovest;Piemonte;TO;I296;4;17;16;4,61;5,5;47,11
Isole;Sardegna;OR;I298;0;0;0;0,8;1;1,8
Sud;Campania;NA;I300;6;17,92;18,75;16;6,39;65,06
Sud;Campania;AV;I301;2;2;1;0;2;7
Centro;Lazio;FR;I302;0;1;2;2;3;8
Nord Est;Emilia-Romagna;RN;I304;7;50,67;66,88;34,5;35,5;194,55
Sud;Basilicata;PZ;I305;7;9;8,5;8,25;2,88;35,63
Sud;Campania;CE;I306;4;7;51,5;33,05;18,25;113,8
Sud;Campania;SA;I307;0;1;0;2;7,67;10,67
Sud;Calabria;KR;I308;1;1;3,83;0;0,75;6,58
Sud;Calabria;CS;I309;0;4;1,5;1;1;7,5
Nord Est;Emilia-Romagna;FO;I310;0,56;5;5,56;3;3;17,12
Isole;Sicilia;ME;I311;22;23,78;20,7;14,5;5,39;86,37
Isole;Sardegna;SS;I312;27;54,11;24,69;7,5;4;117,3
Isole;Sicilia;CT;I314;4,5;5;16,5;7,93;15,17;49,1
Centro;Marche;AP;I315;0;0;0,33;0,33;3;3,66
Nord Ovest;Piemonte;CN;I316;1;5;4;7;10;27
Sud;Campania;SA;I317;10,11;7,78;16,39;9;16;59,28
Sud;Abruzzo;TE;I318;0;6;7;17,33;6,5;36,83
Nord Est;Veneto;PD;I319;0,5;2,5;13,25;7;12,68;35,93
Sud;Molise;CB;I320;3;1,67;1,5;1;1;8,17
Centro;Lazio;FR;I321;0,5;1;11;4;8,92;25,42
Sud;Calabria;CZ;I322;1;1;2;0;2;6
Centro;Marche;AP;I324;2;11,9;24,35;14;12;64,25
Sud;Abruzzo;AQ;I326;8,45;7,15;0,8;4;1,5;21,9
Nord Ovest;Piemonte;TO;I327;2;26;37,5;17,5;14,61;97,61
Isole;Sicilia;ME;I328;0;1;0;0;0;1
Isole;Sardegna;NU;I329;45,42;126,89;41,48;12;8,63;234,42
Sud;Puglia;BA;I330;47,53;45,94;47,17;63,82;48,15;252,61
Sud;Abruzzo;PE;I332;0;5;3;1,25;0;9,25
Sud;Calabria;RC;I333;0;2;3;0,33;1,22;6,55
Sud;Abruzzo;CH;I335;1;2;3;2;5;13
Sud;Abruzzo;AQ;I336;1;1;1;0;0;3
Nord Ovest;Piemonte;VC;I337;3;10;26,5;15,75;16,41;71,66
Centro;Lazio;LT;I339;0;4;0;3,17;11,5;18,67
Sud;Calabria;RC;I341;3;7;0,25;2;1;13,25
Nord Est;Emilia-Romagna;RE;I342;5;21,5;50,7;19;16,67;112,87
Centro;Marche;PS;I344;0;5;3;1,07;1,07;10,14
Nord Ovest;Liguria;GE;I346;1;13;18;10;6;48
Nord Est;Veneto;BL;I347;8;8;4;0,5;2;22,5
Sud;Abruzzo;TE;I348;0;3;3;7,5;9,5;23
Sud;Calabria;VV;I350;2;1;0;4;0;7
Centro;Lazio;FR;I351;0;3;0;1;2,5;6,5
Centro;Lazio;RM;I352;5,5;8,54;2,39;2;7;25,43
Nord Est;Veneto;VI;I353;3,17;8,45;17;8,22;8,83;45,67
Isole;Sicilia;AG;I356;1;4;3;1;8,5;17,5
Sud;Campania;AV;I357;0;1;2,34;1;2,5;6,84
Sud;Calabria;CS;I359;0;0;1;0;0;1
Sud;Abruzzo;AQ;I360;0;2;1;0;0;3
Nord Ovest;Lombardia;MI;I361;3;20,45;18;15,16;7,34;63,95
Nord Ovest;Lombardia;LO;I362;0;0;5;2;5;12
Nord Ovest;Liguria;SP;I363;4,67;29;30,34;20;12;96,01
Centro;Lazio;FR;I364;3;0;0;0;0;3
Nord Ovest;Liguria;IM;I365;20,17;23,5;6;1;1;51,67
Nord Ovest;Piemonte;CN;I367;1;11;9;2;14;37
Nord Ovest;Liguria;GE;I368;5;3;3;1;1,5;13,5
Isole;Sicilia;ME;I370;6,88;7,05;8;9;6;36,93
Sud;Calabria;RC;I371;1;5;6;0;0;12
Nord Ovest;Piemonte;CN;I372;0;2;1;2;9;14
Nord Est;Veneto;VE;I373;2,69;20;21,5;21,33;32,71;98,23
Isole;Sardegna;OR;I374;0;1;1;6;1;9
Nord Est;Veneto;PD;I375;0;0,75;1;2;6,31;10,06
Sud;Abruzzo;PE;I376;0;0;0;4;2;6
Sud;Campania;SA;I377;9;8,33;10;3,67;7,5;38,5
Centro;Umbria;TR;I381;2;2;4;3;5;16
Nord Est;Veneto;TV;I382;5;25,17;26;22,17;27,28;105,62
Isole;Sardegna;OR;I384;4;3;9,52;4;8,5;29,02
Sud;Calabria;CS;I388;0;1;0;0;5;6
Sud;Abruzzo;AQ;I389;4;6,5;1;1;1;13,5
Centro;Toscana;LI;I390;18,24;70,96;34,48;17;16,11;156,79
Sud;Campania;NA;I391;2;5;16;12;15,1;50,1
Nord Est;Veneto;BL;I392;5,5;17,04;15,67;4;3,5;45,71
Sud;Calabria;CZ;I393;1;0;1;1,33;0,33;3,66
Sud;Abruzzo;CH;I394;6;14,17;13;9;9,33;51,5
Sud;Puglia;BR;I396;11,75;31;31,67;24,76;22;121,18
Centro;Lazio;RM;I400;4;6,88;5;2;2;19,88
Nord Est;Veneto;VI;I401;1;5;8;10;22,7;46,7
Isole;Sardegna;CA;I402;2;5,83;5;5,5;6;24,33
Nord Est;Friuli- Venezia Giulia;PN;I403;18;39,5;39;39,25;46,51;182,26
Nord Est;Friuli- Venezia Giulia;UD;I405;0;6;5;2;6,5;19,5
Isole;Sicilia;TP;I407;15,5;47,75;21,23;4;7,34;95,82
Centro;Lazio;FR;I408;0;1;4;2;4;11
Nord Ovest;Lombardia;MI;I409;6,5;33,5;27,67;9,33;14;91
Sud;Campania;SA;I410;0;3;1;1;1;6
Nord Ovest;Lombardia;BS;I412;0;21,5;13;13,67;14,67;62,84
Nord Est;Veneto;VR;I414;3,73;31,33;19,66;9;10;73,72
Nord Ovest;Lombardia;MI;I415;0;16,2;20;7;4,58;47,78
Nord Ovest;Lombardia;PV;I416;0;0;3;1,5;5,5;10
Nord Est;Veneto;TV;I417;0;21;20;8;13,17;62,17
Nord Est;Veneto;PD;I418;0;21,5;29,17;10;43,84;104,51
Isole;Sicilia;ME;I420;2;8;8;2,83;10,25;31,08
Nord Est;Friuli- Venezia Giulia;UD;I421;8,47;22,03;8,5;0;0,5;39,5
Sud;Campania;SA;I422;8,5;21,36;16,2;13,33;11,5;70,89
Sud;Calabria;CS;I423;1;2;3,5;3;2;11,5
Centro;Lazio;RM;I424;1;0;0;0;0;1
Nord Est;Veneto;VI;I425;2;3;5;9;18;37
Sud;Basilicata;PZ;I426;1;3;2;1;3;10
Isole;Sardegna;CA;I428;3;1;0;0;10,67;14,67
Nord Ovest;Piemonte;AL;I429;0;0;2;2;0;4
Nord Est;Veneto;VI;I430;1;9;26;17,83;18,19;72,02
Nord Ovest;Piemonte;AL;I432;0;1;1;0;10,5;12,5
Nord Ovest;Lombardia;BS;I433;3,67;20;32,78;15,83;15,5;87,78
Nord Est;Emilia-Romagna;PC;I434;1;1,89;7;5;8,55;23,44
Nord Est;Veneto;TV;I435;3,8;2;5,5;1;9,6;21,9
Centro;Marche;MC;I436;4,1;14,76;12,51;2,04;5;38,41
Nord Ovest;Lombardia;BG;I437;5;43,36;34,86;18,47;15,84;117,53
Sud;Campania;SA;I438;17,5;23,42;50,69;34,36;30,11;156,08
Nord Ovest;Lombardia;VA;I441;36,76;205,9;138,07;63,83;56,67;501,23
Nord Ovest;Valle d'Aosta;AO;I442;5;16;10;11,5;9;51,5
Isole;Sardegna;CA;I443;1;8;6;5,17;13,63;33,8
Nord Est;Emilia-Romagna;FO;I444;2,81;10,84;9;4;4,13;30,78
Centro;Toscana;SI;I445;9;18,83;19;7,33;18;72,16
Nord Ovest;Lombardia;PV;I447;0;3,5;3;1,5;4;12
Isole;Sardegna;NU;I448;0;0;0;1;0;1
Nord Ovest;Liguria;SP;I449;27,91;70,13;66,66;41,4;34,5;240,6
Sud;Campania;SA;I451;1;3;1;4;2,67;11,67
Isole;Sardegna;SS;I452;88,72;252,42;288,99;247,94;156,76;1034,83
Nord Ovest;Liguria;SV;I453;2;13;10;7,8;8,5;41,3
Centro;Toscana;LI;I454;3;6,02;7,8;3;4;23,82
Sud;Campania;BN;I455;1;1;0;0;1;3
Sud;Basilicata;PZ;I457;2;2;2;1;4;11
Centro;Marche;PS;I460;2;3,5;3;1;2,17;11,67
Centro;Marche;AN;I461;1,89;9,98;14,96;12,33;5,33;44,49
Nord Est;Emilia-Romagna;MO;I462;28,42;113,74;204,67;109,94;65,5;522,27
Sud;Calabria;CZ;I463;1;6;7;2;6,4;22,4
Nord Est;Friuli- Venezia Giulia;UD;I464;0;2;1,67;1;0;4,67
Nord Ovest;Piemonte;TO;I465;25,95;25,04;8;1;0;59,99
Nord Ovest;Piemonte;TO;I466;77,5;60,09;12;2;1;152,59
Sud;Puglia;TA;I467;4;13,5;26,25;17,28;16,43;77,46
Sud;Calabria;KR;I468;2;3;0;2;0;7
Sud;Campania;NA;I469;2;3;14;24,12;19,57;62,69
Nord Ovest;Piemonte;CN;I470;11,5;63,67;76,82;51,44;55,07;258,5
Sud;Campania;AV;I471;2,67;3,33;1;3;0;10
Nord Est;Emilia-Romagna;FO;I472;12;52;53,83;18;30,9;166,73
Nord Est;Emilia-Romagna;MO;I473;1;38,75;49,03;18;18;124,78
Nord Ovest;Liguria;GE;I475;2;10;20;7,67;10;49,67
Nord Ovest;Lombardia;BS;I476;4;5,66;1;1,12;0;11,78
Isole;Sicilia;ME;I477;1,67;2,5;3,5;0;1;8,67
Nord Est;Friuli- Venezia Giulia;UD;I478;0;0;0;1;0;1
Nord Ovest;Liguria;SV;I480;39,27;272,42;235,31;103,46;53,05;703,51
Sud;Abruzzo;PE;I482;3;2,67;2;4;3;14,67
Sud;Campania;SA;I483;17,72;44;69,69;59,14;50,67;241,22
Nord Ovest;Piemonte;CN;I484;0;1;1;0;1;3
Sud;Calabria;CS;I485;0;0;0;0;0;0
Sud;Campania;SA;I486;2;2,5;2;2;1;9,5
Nord Ovest;Lombardia;PV;I487;0;0,5;0;1;0,5;2
Sud;Calabria;CS;I489;214,8;163,54;27,67;9,33;13;428,34
Nord Ovest;Piemonte;TO;I490;0;7;7,14;2;7,5;23,64
Isole;Sicilia;ME;I492;0;5,39;0;3;1;9,39
Sud;Campania;AV;I493;1;2;2,5;0;2;7,5
Sud;Calabria;KR;I494;4;3;3;0;0;10
Nord Est;Emilia-Romagna;RE;I496;6;60,7;123,06;58,77;77,6;326,13
Nord Ovest;Lombardia;CR;I497;0;0;0;2;8,3;10,3
Nord Ovest;Lombardia;CR;I498;0;0;0;2;2;4
Centro;Lazio;RI;I499;7,5;5;3,34;1,17;6;23,01
Sud;Abruzzo;AQ;I501;3,5;7,17;7;1;2,67;21,34
Isole;Sardegna;OR;I503;0;1;2;3;2,5;8,5
Centro;Toscana;GR;I504;5;11,5;11,67;5;14;47,17
Nord Ovest;Lombardia;BG;I506;6;33;44,5;9,17;23,5;116,17
Sud;Molise;IS;I507;1,2;1;0;0;2;4,2
Centro;Toscana;GR;I510;6;31;22,5;6;4;69,5
Nord Ovest;Piemonte;TO;I511;0;0;0;1;1;2
Nord Ovest;Piemonte;CN;I512;0;1;2;1;2,34;6,34
Sud;Abruzzo;CH;I520;1;0;8,5;0;4;13,5
Centro;Umbria;PG;I522;1;0;0,5;1,5;1,5;4,5
Centro;Umbria;PG;I523;2;1,67;1;0;1;5,67
Sud;Abruzzo;CH;I526;4;2,5;3;3;1,5;14
Nord Est;Veneto;VI;I527;1;3;4;3;6;17
Nord Ovest;Lombardia;CO;I529;2;5,5;4;4;2;17,5
Nord Ovest;Lombardia;BG;I530;6;7;4;2,34;1;20,34
Nord Est;Veneto;VI;I531;23,09;87,71;119,55;108,4;155,38;494,13
Nord Ovest;Lombardia;MN;I532;0;0;0;0;5;5
Isole;Sicilia;AG;I533;53,55;82,19;64,49;68,02;51,43;319,68
Isole;Sicilia;PA;I534;0;2;4;4;0;10
Isole;Sicilia;RG;I535;39,75;88,09;60,21;30,27;40,22;258,54
Sud;Calabria;RC;I536;0;1;3;0;0;4
Sud;Calabria;RC;I537;3;14,5;6,15;8;2;33,65
Isole;Sicilia;PA;I538;0;1;0;2;0;3
Nord Ovest;Piemonte;TO;I539;0;2;1;3;8,67;14,67
Sud;Campania;NA;I540;0;2;8;8;10;28
Isole;Sicilia;PA;I541;0;1;0;0;0;1
Sud;Abruzzo;AQ;I543;1;1;0;1;1;4
Nord Ovest;Piemonte;VC;I544;5;5;2;2,5;1;15,5
Nord Ovest;Piemonte;VC;I545;8;17,83;0;0;1;26,83
Sud;Abruzzo;AQ;I546;0;2;4;4,25;9,25;19,5
Isole;Sicilia;CT;I548;14;23,46;24,61;26,83;14,75;103,65
Sud;Puglia;LE;I549;4;5,75;3,89;2;9;24,64
Nord Est;Veneto;VE;I551;4;43;53,89;40,83;48,75;190,47
Sud;Abruzzo;AQ;I553;0;3,5;1,5;2,88;8;15,88
Nord Ovest;Piemonte;AT;I555;0;0;0;0,5;3;3,5
Nord Ovest;Liguria;IM;I556;1;6;2;0;0;9
Sud;Abruzzo;AQ;I558;0;0;0;0;0;0
Sud;Puglia;LE;I559;0;1;0;6;0;7
Nord Ovest;Lombardia;LO;I561;0,5;3;5;2;0;10,5
Nord Est;Friuli- Venezia Giulia;UD;I562;2;1;1,5;2;14,5;21
Nord Est;Veneto;BL;I563;3,5;28,5;38;12,5;30,84;113,34
Isole;Sardegna;OR;I564;0;0;1;3;4,14;8,14
Isole;Sardegna;SS;I565;0;0;1,5;0;3,33;4,83
Nord Ovest;Lombardia;MI;I566;8;55,08;56,58;26;19;164,66
Nord Ovest;Lombardia;BG;I567;3;6,17;4;6;6,83;26
Centro;Marche;MC;I569;0,75;3;0;1;2,33;7,08
Isole;Sardegna;CA;I570;0;1,67;0;2;1;4,67
Centro;Toscana;GR;I571;1;3;0;1;1;6
Centro;Lazio;RM;I573;12;15,5;23,5;12;4,75;67,75
Nord Ovest;Lombardia;MI;I577;29,25;211,02;210,45;82,67;115,99;649,38
Nord Est;Veneto;TV;I578;0;5;3;4;8;20
Isole;Sardegna;CA;I580;4;122,5;67,84;36,5;34,46;265,3
Centro;Lazio;RI;I581;2;4,5;3,33;3;2;14,83
Isole;Sardegna;CA;I582;0;0;0;1;1;2
Centro;Umbria;PG;I585;2;2,67;3;3;3,61;14,28
Nord Ovest;Lombardia;BS;I588;1;1,2;1,33;0,33;1;4,86
Sud;Calabria;CZ;I589;0;1;2;0;0;3
Sud;Calabria;CZ;I590;5;26,5;24,33;10,44;7;73,27
Nord Est;Veneto;BL;I592;6,36;6,38;3;0;0;15,74
Nord Est;Veneto;VR;I594;2,66;5;6;4,88;9,24;27,78
Nord Est;Veneto;PD;I595;0;40,42;95,33;67,18;89,12;292,05
Nord Ovest;Lombardia;BG;I597;3;16;10;6,65;5;40,65
Isole;Sardegna;SS;I598;0;1;0;0;1;2
Nord Ovest;Lombardia;PV;I599;0;0;1;0;1;2
Sud;Calabria;RC;I600;0;1;0;1;2;4
Centro;Toscana;GR;I601;1;7,83;2;4;3;17,83
Nord Ovest;Lombardia;MI;I602;19;129,38;83,16;27,6;21,75;280,89
Isole;Sardegna;OR;I605;0;0;2;1;4;7
Sud;Campania;AV;I606;1;0;0;0;0;1
Nord Ovest;Lombardia;BS;I607;1;3;2;3;4;13
Centro;Marche;AN;I608;64,25;163,68;146,95;82,22;64,89;521,99
Isole;Sardegna;OR;I609;0;0;0;0;0;0
Sud;Basilicata;PZ;I610;6,67;10,4;10;5;3;35,07
Nord Ovest;Lombardia;CO;I611;0;11,5;7,89;3;5,22;27,61
Nord Ovest;Lombardia;LO;I612;0;2,67;5;0;1;8,67
Isole;Sardegna;OR;I613;0;1;0;1;0;2
Isole;Sardegna;SS;I614;1;11,2;7;4;7;30,2
Isole;Sardegna;CA;I615;0;0;5;3;4,93;12,93
Sud;Molise;CB;I618;1;2;3;0;1,09;7,09
Nord Est;Friuli- Venezia Giulia;PN;I621;0;0;3;5,5;13;21,5
Centro;Toscana;LU;I622;5,02;36,83;25,67;21;19,84;108,36
Isole;Sardegna;CA;I624;0;2;2,08;2;7;13,08
Nord Ovest;Lombardia;MI;I625;62,69;240,38;181,5;85,08;66,07;635,72
Nord Est;Veneto;BL;I626;0;2;8,33;3;8;21,33
Nord Ovest;Lombardia;CR;I627;2;13;10;6,5;9,22;40,72
Nord Ovest;Lombardia;BG;I628;21,02;149,42;106;48,75;28,5;353,69
Nord Ovest;Lombardia;BG;I629;9;25,99;3;3;4,39;45,38
Sud;Campania;AV;I630;1;7,5;4;1;10,78;24,28
Nord Ovest;Lombardia;BS;I631;1;3;2,5;1;6,16;13,66
Nord Ovest;Lombardia;MN;I632;1;8;20,5;15,75;23,27;68,52
Nord Ovest;Lombardia;BS;I633;68,05;130,13;52,25;17,57;26;294
Centro;Lazio;LT;I634;0,5;29;29,5;8,4;21,67;89,07
Nord Est;Veneto;TV;I635;1;10;6,75;6;22,75;46,5
Nord Ovest;Lombardia;SO;I636;1;0;1,5;0;0;2,5
Nord Ovest;Piemonte;AT;I637;0;0;0;0;0;0
Sud;Calabria;VV;I639;8;8,67;9,13;5;5;35,8
Nord Ovest;Liguria;GE;I640;3;13,83;28,5;15;9,5;69,83
Sud;Puglia;FG;I641;5,5;3,17;11,91;6,6;8;35,18
Sud;Calabria;CS;I642;0;1;0;1;0;2
Centro;Marche;AN;I643;0;2,75;2;6,75;5;16,5
Isole;Sicilia;CL;I644;21,5;20;9,5;10,42;8;69,42
Nord Ovest;Piemonte;AL;I645;0;0;0;1;0;1
Nord Ovest;Piemonte;CN;I646;0;1;0;3;2,5;6,5
Isole;Sardegna;CA;I647;0;0;8,5;8,25;14,83;31,58
Sud;Campania;SA;I648;0;0;1;0;0;1
Sud;Abruzzo;PE;I649;9;6;1;1;2;19
Centro;Marche;MC;I651;0;0;2,57;1,5;1;5,07
Sud;Campania;NA;I652;2;3;3;0;1,5;9,5
Centro;Marche;AN;I653;1;3;3;3,11;2,67;12,78
Centro;Marche;PS;I654;0;1,33;2;3;0;6,33
Sud;Calabria;CZ;I655;3;8;2,33;1;2;16,33
Sud;Calabria;RC;I656;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;I657;8;21,5;32;8;13,5;83
Nord Ovest;Piemonte;CN;I659;0;1;0;0,8;4;5,8
Centro;Toscana;PT;I660;6;25,27;30,5;15,5;32;109,27
Centro;Marche;MC;I661;5,25;1;1;3,25;0,25;10,75
Nord Ovest;Lombardia;MN;I662;0;2;1;4;2,83;9,83
Nord Ovest;Piemonte;VC;I663;1;9,94;5,67;5;9;30,61
Sud;Campania;SA;I666;0;2;0;2;3,33;7,33
Isole;Sardegna;CA;I667;0;4;4,06;2,83;7,75;18,64
Isole;Sardegna;NU;I668;0;0;0;0;1,67;1,67
Centro;Lazio;FR;I669;3;6,66;8;4;4;25,66
Sud;Calabria;CZ;I671;4;2;1;2;4;13
Nord Est;Veneto;BL;I673;2,5;5,17;6,69;4,5;6;24,86
Sud;Campania;CE;I676;28,27;105,08;83,64;85,08;79,38;381,45
Sud;Campania;SA;I677;1;6;0;3;6;16
Nord Ovest;Piemonte;AT;I678;0;0;0;0;3,5;3,5
Sud;Molise;IS;I679;0;0;0;0;1;1
Centro;Toscana;AR;I681;1,5;2;4,5;1;2,5;11,5
Sud;Molise;IS;I682;2;3,5;1;0;2,33;8,83
Nord Ovest;Lombardia;CR;I683;0;0;6;10,5;18;34,5
Centro;Toscana;FI;I684;31,15;165,12;187,78;81,29;57,05;522,39
Nord Est;Friuli- Venezia Giulia;PN;I686;1;10;12;10,5;17,58;51,08
Nord Ovest;Lombardia;VA;I688;4,5;47;32,5;26;25;135
Nord Est;Emilia-Romagna;MO;I689;16,5;21,67;10,83;2,67;1,44;53,11
Nord Ovest;Lombardia;MI;I690;241,76;653,27;223;76,69;39,73;1234,45
Nord Ovest;Piemonte;TO;I692;104;34,67;7,02;7,02;5;157,71
Nord Ovest;Liguria;GE;I693;27,4;92,42;68,68;19,67;11,9;220,07
Isole;Sardegna;CA;I695;11;90,67;40,5;23,6;28,69;194,46
Nord Ovest;Lombardia;MI;I696;0;31,5;27;9;16;83,5
Centro;Lazio;FR;I697;0;0;2;1;0;3
Nord Ovest;Piemonte;AT;I698;2;13;14;0;2;31
Isole;Sardegna;CA;I699;0;13;11,17;12,54;15,47;52,18
Nord Ovest;Lombardia;MI;I700;19;100,43;83,9;24,53;18,36;246,22
Nord Ovest;Piemonte;TO;I701;0;0;1;0;1;2
Nord Ovest;Piemonte;TO;I702;0;2;6;6;4;18
Nord Ovest;Piemonte;TO;I703;9;235,19;215,55;59,5;56,83;576,07
Sud;Calabria;CZ;I704;2,83;6,33;8;2,5;6;25,66
Isole;Sardegna;CA;I705;0;0;0;0;0;0
Isole;Sardegna;NU;I706;0;2;3;0;3,33;8,33
Isole;Sardegna;NU;I707;0;0;2,5;1;0;3,5
Nord Ovest;Lombardia;MI;I709;20;121,28;69,46;32,61;26,36;269,71
Nord Ovest;Piemonte;AL;I711;0;1,17;1;4;21,56;27,73
Centro;Lazio;LT;I712;15,67;18,58;26,47;16;24,55;101,27
Centro;Lazio;FR;I716;4,5;9;3,47;4,67;3;24,64
Isole;Sardegna;OR;I717;0;0;0;4,8;2;6,8
Isole;Sardegna;OR;I718;0;0;1;1;2;4
Sud;Campania;SA;I720;1;7,5;16;10,19;5,69;40,38
Isole;Sardegna;OR;I721;0;0;0;0;0;0
Isole;Sicilia;AG;I723;6,8;7;2;5;8;28,8
Isole;Sardegna;CA;I724;0;0;0;1;0;1
Sud;Calabria;RC;I725;3,33;10;25;17,83;12;68,16
Centro;Toscana;SI;I726;44,56;153,34;171,96;114,4;79,39;563,65
Centro;Umbria;PG;I727;1,67;5,13;3,67;1,5;5;16,97
Centro;Toscana;FI;I728;9,3;67,2;57,4;29,42;20,5;183,82
Isole;Sardegna;NU;I730;0;0,8;0;1;1;2,8
Isole;Sardegna;SS;I732;1;1;0;1;2;5
Isole;Sardegna;CA;I734;0;1,5;3,83;3;8,25;16,58
Isole;Sardegna;CA;I735;0;0;0;0;2;2
Nord Ovest;Piemonte;NO;I736;0;0;0;1;1,5;2,5
Nord Ovest;Piemonte;AL;I738;1;7;3;2;8;21
Nord Ovest;Lombardia;PV;I739;0;1;0;1;2,5;4,5
Sud;Abruzzo;TE;I741;44;105,11;42,5;19;18;228,61
Isole;Sardegna;OR;I742;0;0;0;0;2;2
Isole;Sardegna;OR;I743;1,07;0;1;4;6;12,07
Sud;Calabria;VV;I744;9;2;3;0;0,89;14,89
Sud;Calabria;CZ;I745;8;19;11;3;4,83;45,83
Isole;Sicilia;ME;I747;1;5,5;2;1;1;10,5
Isole;Sardegna;NU;I748;0;1;2;3;3,33;9,33
Isole;Sardegna;OR;I749;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;I750;0;0;2;2;5;9
Isole;Sardegna;NU;I751;9;38;26,53;8;5,33;86,86
Isole;Sardegna;CA;I752;9,17;35,83;42,05;25,86;44,89;157,8
Sud;Calabria;RC;I753;0;0;0;0;4;4
Isole;Sicilia;SR;I754;157,35;274;318,5;329,72;261,84;1341,41
Sud;Campania;AV;I756;0;2;6;2,5;7,68;18,18
Isole;Sardegna;OR;I757;0;0;1;0;0;1
Centro;Marche;AN;I758;2;23,29;12,34;2,5;5;45,13
Nord Ovest;Lombardia;LC;I759;2;7,17;10;3;6;28,17
