AREA;Regione;prov;2018_CodCom;NTN fino a 50 mq;NTN 50 -| 85 mq;NTN  85 -| 115 mq;NTN 115 -| 145 mq;NTN  oltre 145 mq;NTN 2018
Isole;Sicilia;CT;H940;3;6;16;28,67;35,5;89,17
Sud;Calabria;VV;H941;1;1;3,04;1;2;8,04
Centro;Lazio;RM;H942;0;0;1;1;1;3
Sud;Campania;SA;H943;11;6;3;2;3;25
Nord Est;Veneto;VR;H944;0;3;8;5,1;13,44;29,54
Nord Est;Emilia-Romagna;BO;H945;20,72;150,17;124,93;59,5;70,4;425,72
Nord Est;Emilia-Romagna;RN;H949;3,83;4,11;7,5;4,33;7,5;27,27
Nord Est;Friuli- Venezia Giulia;UD;H951;0;1;4,5;2;2;9,5
Sud;Campania;BN;H953;0;1;1,65;2;3;7,65
Sud;Campania;BN;H955;4;2;0;1;5,5;12,5
Nord Ovest;Liguria;IM;H957;5;8,67;2;3;1;19,67
Centro;Marche;PS;H958;2;5;6;3,5;9,5;26
Sud;Calabria;RC;H959;2;5,5;3;1;0;11,5
Sud;Calabria;CS;H961;0;0,75;0;0;0,5;1,25
Sud;Calabria;CS;H962;0;0;1;1;2,5;4,5
Sud;Campania;BN;H967;1;1;1;2;4,67;9,67
Centro;Lazio;VT;H969;1;1;2;3;2,25;9,25
Sud;Calabria;RC;H970;0;0;0;0;0;0
Sud;Calabria;CS;H971;12,28;15,5;12,33;2,5;5;47,61
Sud;Campania;BN;H973;0;1;0;0;0,5;1,5
Isole;Sardegna;CA;H974;2,2;9,5;9,67;8,6;16,95;46,92
Sud;Campania;AV;H975;0;0;4;1;3;8
Sud;Calabria;CZ;H976;0;1;1;1;1;4
Sud;Campania;SA;H977;0;5;15;12,5;6,33;38,83
Sud;Campania;CE;H978;3;17;20;16,67;8,7;65,37
Centro;Marche;AN;H979;0;3,5;5,42;5,28;5;19,2
Sud;Calabria;CS;H981;0;1;2,5;7;7;17,5
Isole;Sicilia;ME;H982;0;1;2,5;0;0;3,5
Sud;Campania;BN;H984;0;2;0;1;4;7
Sud;Puglia;FG;H985;26,9;26,07;28;17;9;106,97
Sud;Puglia;FG;H986;2,75;0,5;1;2;0;6,25
Nord Ovest;Piemonte;AT;H987;0;0;1;0;1;2
Sud;Molise;CB;H990;7;8;5,08;2;4;26,08
Sud;Abruzzo ;CH;H991;0;0;1;0;1;2
Sud;Calabria;CS;H992;0;0;0;0;1;1
Sud;Basilicata;PZ;H994;3;1;0;0;1;5
Nord Est;Veneto;RO;H996;1;1;3;5;7,5;17,5
Nord Ovest;Piemonte;TO;H997;0;1;0;2;4;7
Nord Est;Friuli- Venezia Giulia;PN;H999;0;3;0;2;6,75;11,75
Sud;Campania;BN;I002;0;0;0;0,33;3,75;4,08
Nord Est;Veneto;VR;I003;8;50,5;71,67;31,33;26,32;187,82
Nord Ovest;Lombardia;MN;I005;0;0;0,5;1,5;4,25;6,25
Nord Ovest;Lombardia;CR;I007;0;0;0;1,67;3;4,67
Nord Est;Veneto;PD;I008;1;18;13;18,67;48,44;99,11
Nord Est;Emilia-Romagna;RE;I011;1;34;41;16,33;24,5;116,83
Nord Ovest;Lombardia;LO;I012;1;20;14,5;7;1;43,5
Nord Ovest;Lombardia;PV;I014;5;33,66;43;25,5;11;118,16
Sud;Campania;AV;I016;5;3,5;4,33;6,5;12,64;31,97
Nord Ovest;Piemonte;AT;I017;0;0;1,5;1;4,5;7
Sud;Puglia;TA;I018;2;5,8;10;6;6,5;30,3
Sud;Campania;SA;I019;6,83;10;6,42;13;3;39,25
Sud;Molise;CB;I023;5,5;12;1;1;6;25,5
Nord Ovest;Piemonte;TO;I024;4;24,5;27,15;12,83;25;93,48
Nord Ovest;Piemonte;NO;I025;4;3;5,17;2;7;21,17
Sud;Calabria;KR;I026;0;2;2;2;1;7
Nord Est;Emilia-Romagna;FO;I027;12,17;50,85;32;22,42;13,5;130,94
Isole;Sicilia;PA;I028;0;3,25;3;2;2;10,25
Sud;Basilicata;MT;I029;2,5;6;1;0;0,5;10
Nord Ovest;Piemonte;TO;I030;3;75;67;31,67;31,67;208,34
Sud;Campania;SA;I031;6;2;2;2;1;13
Sud;Campania;SA;I032;0;1;2;0;0;3
Sud;Campania;AV;I034;0;0;4;2;3;9
Isole;Sicilia;CT;I035;2,33;5,33;3,8;5,33;4,19;20,98
Nord Ovest;Piemonte;CN;I037;2;6;3;3;5;19
Nord Est;Veneto;VE;I040;228,54;194,35;41,33;14;23,08;501,3
Sud;Puglia;BR;I045;7;6;4,17;4,5;8;29,67
Centro;Toscana;PI;I046;7,5;46,38;60,63;41,5;59,19;215,2
Nord Est;Veneto;VI;I047;1;3;4;2,61;3,75;14,36
Nord Ovest;Lombardia;PV;I048;0;7;8,47;10,67;7,8;33,94
Sud;Campania;BN;I049;1,25;0;0;2;3;6,25
Nord Ovest;Lombardia;CO;I051;0;2,5;1;0;0;3,5
Nord Ovest;Piemonte;NO;I052;0;0;0;0;1;1
Sud;Puglia;BA;I053;7,75;11,67;10;9,55;23,08;62,05
Sud;Puglia;FG;I054;19,34;26,78;23,06;15,19;9,67;94,04
Sud;Campania;CE;I056;3,26;14,67;37,31;57,71;27,73;140,68
Sud;Calabria;KR;I057;0;0;0,33;0;0;0,33
Sud;Calabria;VV;I058;2,5;0,67;2,5;1,17;1,67;8,51
Sud;Puglia;LE;I059;8;18,56;12,5;4,23;9;52,29
Sud;Calabria;CS;I060;14,35;40;12;4;0,5;70,85
Sud;Campania;AV;I061;0;1;3;0;0;4
Sud;Campania;BN;I062;0,67;2,5;6;4;10,5;23,67
Nord Est;Veneto;BL;I063;0;3;1,75;0;0,67;5,42
Sud;Puglia;BR;I066;1;9;17;8,5;8,53;44,03
Centro;Marche;AN;I071;1;0;0,8;1;0;2,8
Sud;Puglia;FG;I072;5;10,5;10,55;4,25;3,25;33,55
Sud;Campania;NA;I073;0;0;3,33;3;3,33;9,66
Nord Ovest;Piemonte;AT;I076;0;0;0;4;7;11
Nord Ovest;Lombardia;BG;I079;4;17;12,47;5,17;8,17;46,81
Isole;Sicilia;ME;I084;0;3;1;6;1;11
Isole;Sicilia;ME;I086;0;6;1;2;4,17;13,17
Nord Est;Veneto;BL;I088;4,52;6;4,96;1;2,52;19
Sud;Campania;SA;I089;0;0;1;0;3;4
Nord Ovest;Piemonte;TO;I090;0;3;4,5;2;8;17,5
Nord Est;Friuli- Venezia Giulia;UD;I092;1;1;7;3;4;16
Sud;Calabria;CZ;I093;0;0;1;3,5;2;6,5
Sud;Calabria;CZ;I095;3;2;2;0;3;10
Sud;Molise;IS;I096;0;0;0;0;0;0
Isole;Sicilia;CT;I098;0,67;8;20;24,01;22;74,68
Sud;Calabria;RC;I102;0;1;0;0;1;2
Nord Est;Veneto;TV;I103;2;1;7;8;17,83;35,83
Nord Est;Veneto;VR;I105;0,84;5;5;2;10,83;23,67
Nord Est;Veneto;PD;I107;0;4;2,5;6,5;4,11;17,11
Sud;Calabria;CS;I108;0;0;2;0;0;2
Nord Est;Veneto;VR;I109;5;20,5;29;23;45,65;123,15
Nord Est;Emilia-Romagna;BO;I110;13;68;56,17;22,75;23,5;183,42
Sud;Campania;CE;I113;0;0;0;0;1;1
Sud;Calabria;CS;I114;2;2;5;4;3;16
Sud;Puglia;LE;I115;1;4,75;3;9,43;7;25,18
Nord Ovest;Piemonte;NO;I116;0;3;3;1;6,5;13,5
Nord Est;Veneto;VI;I117;0;0;1;0,5;2;3,5
Isole;Sardegna;CA;I118;1;2;1;2,17;3;9,17
Sud;Puglia;BR;I119;5;9,5;19,17;18,74;16,69;69,1
Nord Est;Veneto;PD;I120;0;3;4,5;7;15,5;30
Sud;Abruzzo ;AQ;I121;0;0;0;0;0;0
Sud;Molise;CB;I122;0;1;0;0;0;1
Nord Est;Emilia-Romagna;RE;I123;3;12,5;25;8;12;60,5
Nord Est;Veneto;TV;I124;1;7;10;4,5;10,99;33,49
Centro;Lazio;RM;I125;5;15,75;4;3;0;27,75
Nord Ovest;Piemonte;TO;I126;0;0;0;0;2,25;2,25
Nord Est;Emilia-Romagna;MO;I128;0;4;8;4;5;21
Sud;Campania;AV;I129;1;1;3;2;2;9
Sud;Campania;CE;I130;1;0;1;3;0;5
Sud;Campania;CE;I131;3,14;7,4;12,5;30,04;33,46;86,54
Sud;Calabria;RC;I132;0;0,5;0;1;0;1,5
Nord Est;Emilia-Romagna;MO;I133;0;32;27,17;14,17;10,33;83,67
Centro;Toscana;SI;I135;5,17;7;11,39;3;4,25;30,81
Nord Est;Friuli- Venezia Giulia;PN;I136;1;1;5,22;2;11;20,22
Nord Ovest;Piemonte;TO;I137;0;3;11;6,5;9;29,5
Nord Ovest;Liguria;IM;I138;245,49;339,71;161,74;68,3;45,5;860,74
Sud;Calabria;RC;I139;1;3;2;0,5;0;6,5
Nord Ovest;Lombardia;LO;I140;0;16;6,5;4;11;37,5
Centro;Toscana;LU;I142;0;0,5;3;0;3;6,5
Sud;Campania;SA;I143;0;1;2;0;3,5;6,5
Nord Ovest;Piemonte;AL;I144;0;9;4;7,5;14,61;35,11
Sud;Campania;BN;I145;1,28;4,5;1,5;3;5;15,28
Isole;Sicilia;ME;I147;0;0;2;2;0;4
Sud;Abruzzo ;CH;I148;19,75;77,19;49,6;44,33;14,67;205,54
Nord Ovest;Piemonte;AL;I150;0;1;0;4;2;7
Sud;Campania;NA;I151;0;11,67;13,16;12,33;19,64;56,8
Nord Ovest;Piemonte;TO;I152;0;0;2;2;12;16
Nord Est;Emilia-Romagna;PR;I153;2;9;8,5;7,34;16,3;43,14
Nord Ovest;Piemonte;TO;I154;1;5;6,34;10;24,5;46,84
Centro;Toscana;AR;I155;1,78;19,83;24,39;32,6;32;110,6
Centro;Marche;MC;I156;5,83;8,25;30,5;22,58;19,5;86,66
Sud;Basilicata;PZ;I157;0;3;1;0;1;5
Sud;Puglia;FG;I158;34,41;86;136,92;81,28;68,77;407,38
Nord Ovest;Lombardia;CO;I162;6,22;23;6;3;5,22;43,44
Sud;Campania;AV;I163;2;4;4;0;0,04;10,04
Sud;Calabria;CZ;I164;0;11;3;0;1;15
Sud;Calabria;CS;I165;0;1;2;2;2,27;7,27
Isole;Sardegna;CA;I166;2;23,27;24,07;21,17;13,75;84,26
Nord Ovest;Lombardia;BG;I168;2;3;2,5;0;0;7,5
Isole;Sicilia;CL;I169;1;12,17;5;7,33;6,16;31,66
Sud;Calabria;CZ;I170;6;8,5;4;4;0;22,5
Sud;Calabria;CS;I171;0;0;2;0;1,5;3,5
Sud;Puglia;LE;I172;3;9;1,33;5,67;5,5;24,5
Isole;Sicilia;PA;I174;1;1;2,2;3,2;1;8,4
Nord Ovest;Lombardia;PV;I175;2,84;1;3,92;0;6,09;13,85
Sud;Calabria;RC;I176;1;2;1;0,25;0;4,25
Centro;Toscana;PI;I177;2;19,51;31,5;32,22;21,73;106,96
Isole;Sicilia;RG;I178;8;53,89;26;21,5;9,99;119,38
Sud;Campania;BN;I179;1;0;0;0;2,3;3,3
Sud;Molise;CB;I181;2;0,89;1;2,67;2;8,56
Isole;Sardegna;CA;I182;1;3;3,5;2;3,75;13,25
Sud;Calabria;CS;I183;0;1;4;1;0;6
Isole;Sicilia;ME;I184;0;0;0,75;0;1;1,75
Isole;Sicilia;AG;I185;0,67;4,5;1;4,8;2;12,97
Centro;Toscana;GR;I187;6;12,5;10,55;7,5;8,5;45,05
Isole;Sicilia;PA;I188;9;19,33;15,25;33,5;10;87,08
Sud;Molise;IS;I189;1,5;1;1;0;1;4,5
Nord Ovest;Piemonte;AL;I190;0;2;2;3;2;9
Nord Est;Emilia-Romagna;BO;I191;6;42,97;27,25;7,5;8;91,72
Sud;Calabria;CS;I192;6;4;1;0;0;11
Sud;Puglia;FG;I193;6;7;5;7;2;27
Nord Est;Emilia-Romagna;RA;I196;1;7,5;14;10;7,5;40
Sud;Campania;BN;I197;5,05;6,65;5;7;22,27;45,97
Sud;Calabria;RC;I198;0;0;0;0;0;0
Isole;Sicilia;ME;I199;4,5;19,92;20;11;8,5;63,92
Nord Est;Emilia-Romagna;RN;I201;1;2;2,5;1;2;8,5
Isole;Sicilia;CT;I202;2;11;15,5;23,5;28;80
Nord Ovest;Lombardia;PV;I203;0;0;2;5,5;10,5;18
Isole;Sardegna;OR;I205;0;7,25;9,75;3,5;6,5;27
Nord Est;Veneto;BL;I206;1;7,17;12,11;14;30,97;65,25
Nord Est;Veneto;PD;I207;1;7,5;6,5;10;9;34
Sud;Campania;NA;I208;2,5;14;12,4;10,14;4,9;43,94
Nord Ovest;Piemonte;CN;I210;1;2;3;2;7;15
Nord Ovest;Lombardia;PV;I213;1;0;0;5;1;7
Sud;Calabria;RC;I214;0;1;0;1;0;2
Isole;Sicilia;ME;I215;6;15,11;4,5;2;0;27,61
Isole;Sicilia;CT;I216;1;6;3;4;3;17
Centro;Toscana;PI;I217;10;21,5;8;5;3;47,5
Sud;Campania;AV;I219;0;2;0;2,5;1;5,5
Isole;Sicilia;ME;I220;2;6,8;3,17;3,17;3,97;19,11
Nord Est;Veneto;TV;I221;3;22,83;37;27;20,44;110,27
Isole;Sicilia;AG;I224;1;0,88;5,5;4,6;15,23;27,21
Nord Ovest;Liguria;GE;I225;18,82;65,93;39,34;29,58;29,91;183,58
Nord Ovest;Lombardia;PV;I230;3;4;2;2,5;1;12,5
Centro;Toscana;PI;I232;6;56,5;35,5;25,84;29,5;153,34
Sud;Campania;CE;I233;14,14;12;29,66;23,96;17,08;96,84
Sud;Campania;CE;I234;23;32,81;48,5;96,02;67,75;268,08
Nord Ovest;Lombardia;PV;I236;1;8;9;10,84;13,67;42,51
Nord Ovest;Lombardia;PV;I237;1;2,17;2,5;2;10,5;18,17
Sud;Molise;IS;I238;0;1,5;3;0;2,67;7,17
Isole;Sicilia;CT;I240;8;5,42;10,83;10;6,83;41,08
Nord Est;Veneto;VE;I242;8;55,42;40,3;17,5;36,32;157,54
Nord Ovest;Lombardia;LC;I243;0;5;3;0;3;11
Sud;Abruzzo ;CH;I244;0;2;6;2;3;13
Sud;Campania;CE;I247;0;0;0,33;0;3;3,33
Nord Est;Friuli- Venezia Giulia;UD;I248;0;1;3;2,5;6;12,5
Nord Ovest;Piemonte;VB;I249;8,01;20;7,5;4;3;42,51
Centro;Marche;AN;I251;0;0;5,66;3,5;9,63;18,79
Sud;Campania;SA;I253;8;11;5,5;4;2;30,5
Isole;Sicilia;ME;I254;5;1;1;3;3;13
Centro;Lazio;RM;I255;59,33;171,14;87,65;52,85;26,53;397,5
Centro;Lazio;FR;I256;1;3;0;1,5;3;8,5
Nord Ovest;Piemonte;TO;I258;2;15;12,5;5;12;46,5
Nord Est;Veneto;VR;I259;5;38;40,5;24,89;30,64;139,03
Sud;Campania;SA;I260;0;1;0;0;0;1
Sud;Campania;CE;I261;2;9;13;14,5;10;48,5
Sud;Campania;NA;I262;11,39;14;36,79;40,4;19,32;121,9
Centro;Umbria;PG;I263;0;0;2;0;1;3
Sud;Campania;AV;I264;1,5;1,75;1,5;2,25;0;7
Centro;Lazio;FR;I265;0;0;0;0;1;1
Sud;Calabria;CZ;I266;17,72;30,78;5,75;1,5;2;57,75
Isole;Sardegna;CA;I271;0;0;1;0;4,3;5,3
Sud;Campania;CE;I273;3;2;0,67;2;3;10,67
Nord Ovest;Lombardia;LO;I274;6,5;35;37,9;26,5;23,25;129,15
Nord Est;Veneto;PD;I275;2;3;24,3;13,17;22;64,47
Nord Ovest;Lombardia;PV;I276;0;0;3;3;2;8
Sud;Campania;BN;I277;1;3;2;0,83;11,16;17,99
Sud;Campania;SA;I278;0,5;0;0;1;0;1,5
Sud;Campania;AV;I279;0;1;1;0;1,5;3,5
Sud;Campania;AV;I280;1;0,5;0;0;1;2,5
Sud;Campania;AV;I281;2;1,25;4,25;8,5;5;21
Sud;Molise;IS;I282;0;0;1;0,78;1;2,78
Isole;Sicilia;ME;I283;0,02;1,02;5,1;4;1;11,14
Centro;Lazio;RM;I284;3;14,75;3,67;2;9;32,42
Centro;Marche;MC;I286;1;1;3;0;2;7
Centro;Marche;PS;I287;0;5;3,5;2,17;7,5;18,17
Sud;Basilicata;PZ;I288;1;0;1;0;1;3
Sud;Molise;CB;I289;0;0;0;0;0;0
Isole;Sicilia;AG;I290;0;0,33;0,5;1;2;3,83
Isole;Sicilia;TP;I291;0;4;4;8,5;7;23,5
Nord Est;Veneto;VR;I292;2;8,5;2,5;3;7,44;23,44
Sud;Campania;NA;I293;11,01;32,99;39;27,67;21,17;131,84
Isole;Sardegna;CA;I294;10;36,03;26,33;15,25;14,6;102,21
Nord Ovest;Piemonte;TO;I296;0;10;19,5;7;4,5;41
Isole;Sardegna;OR;I298;1;0;0;0;1;2
Sud;Campania;NA;I300;9,01;8;13,28;11,86;9,05;51,2
Sud;Campania;AV;I301;1;1;3;0,92;3,5;9,42
Centro;Lazio;FR;I302;0;0;1;1;2;4
Nord Est;Emilia-Romagna;RN;I304;4;54,17;46,33;22,45;30,65;157,6
Sud;Basilicata;PZ;I305;7,5;12;4,1;4;4;31,6
Sud;Campania;CE;I306;0;5;52,76;18,26;8,17;84,19
Sud;Campania;SA;I307;1;0;3;0,75;5,75;10,5
Sud;Calabria;KR;I308;1;1;2;0;3,01;7,01
Sud;Calabria;CS;I309;2;0;1;0;0;3
Nord Est;Emilia-Romagna;FO;I310;0,5;17;9,5;7,83;10,18;45,01
Isole;Sicilia;ME;I311;13;32,83;10;5,83;9,37;71,03
Isole;Sardegna;SS;I312;45,83;68,73;22;8,83;9,5;154,89
Isole;Sicilia;CT;I314;2;16;15;17,18;11,83;62,01
Centro;Marche;AP;I315;0;0;1;0;0,34;1,34
Nord Ovest;Piemonte;CN;I316;1;3;7;6;13;30
Sud;Campania;SA;I317;12;4;10;8,5;10;44,5
Sud;Abruzzo ;TE;I318;0;2;8,13;12,5;13,88;36,51
Nord Est;Veneto;PD;I319;0;2;11;4;6,8;23,8
Sud;Molise;CB;I320;0,8;3;2,22;0;2,22;8,24
Centro;Lazio;FR;I321;3;6;6,88;8;6;29,88
Sud;Calabria;CZ;I322;1;0;1;0;1;3
Centro;Marche;AP;I324;1;21,26;25,17;12,7;15,12;75,25
Sud;Abruzzo ;AQ;I326;3;5;4;2,5;5;19,5
Nord Ovest;Piemonte;TO;I327;2;21,5;39,67;10,5;13,4;87,07
Isole;Sicilia;ME;I328;1;3;1;1,25;1;7,25
Isole;Sardegna;NU;I329;35,02;111,81;29,7;16,25;10,7;203,48
Sud;Puglia;BA;I330;29,86;40,01;38;55,47;51,24;214,58
Sud;Abruzzo ;PE;I332;1;3;2;0;0;6
Sud;Calabria;RC;I333;2,05;7,17;4,05;5,42;4,55;23,24
Sud;Abruzzo ;CH;I335;0;2;4,5;3;1;10,5
Sud;Abruzzo ;AQ;I336;1,5;0,5;0;0;1;3
Nord Ovest;Piemonte;VC;I337;6;20,5;17;15;23;81,5
Centro;Lazio;LT;I339;0;4;6;6;8,5;24,5
Sud;Calabria;RC;I341;1;1;2;0;1;5
Nord Est;Emilia-Romagna;RE;I342;2;24,8;50;23,13;19,67;119,6
Centro;Marche;PS;I344;0;1,67;0;0;3;4,67
Nord Ovest;Liguria;GE;I346;3;17;30,08;6;6,83;62,91
Nord Est;Veneto;BL;I347;0;9,5;5;0,5;1;16
Sud;Abruzzo ;TE;I348;0;3;1,33;4;3;11,33
Sud;Calabria;VV;I350;1;3;2;0;2;8
Centro;Lazio;FR;I351;2;0;1;2;2,25;7,25
Centro;Lazio;RM;I352;3,5;11,5;4;1;3,5;23,5
Nord Est;Veneto;VI;I353;0;8,05;13,5;6;17,3;44,85
Isole;Sicilia;AG;I356;0,25;5,25;4;3;4;16,5
Sud;Campania;AV;I357;2;2;0;1;3;8
Sud;Calabria;CS;I359;0;0;1;0;1;2
Sud;Abruzzo ;AQ;I360;0;0;1;0;1;2
Nord Ovest;Lombardia;MI;I361;5;17;16,17;11;12,52;61,69
Nord Ovest;Lombardia;LO;I362;1;3;3;3;2;12
Nord Ovest;Liguria;SP;I363;10;61,83;36;18,75;10,78;137,36
Centro;Lazio;FR;I364;2;2;1;2;1;8
Nord Ovest;Liguria;IM;I365;11;14;5,5;2;1;33,5
Nord Ovest;Piemonte;CN;I367;1,87;9,3;5,5;3,5;18,24;38,41
Nord Ovest;Liguria;GE;I368;5,34;11,17;4;2;0,17;22,68
Isole;Sicilia;ME;I370;4,33;11;6,82;9;1;32,15
Sud;Calabria;RC;I371;0;7,5;4;2;0;13,5
Nord Ovest;Piemonte;CN;I372;1;1;1;1;8,5;12,5
Nord Est;Veneto;VE;I373;2;29;31;26,75;41,25;130
Isole;Sardegna;OR;I374;0;3;8;1,75;6,66;19,41
Nord Est;Veneto;PD;I375;0;1;0,5;4;7,17;12,67
Sud;Abruzzo ;PE;I376;0;3;2;2;2;9
Sud;Campania;SA;I377;5;10,66;15,5;7,33;4,85;43,34
Centro;Umbria;TR;I381;0;2,5;4;2;6;14,5
Nord Est;Veneto;TV;I382;4;25,67;24,1;13,5;17,83;85,1
Isole;Sardegna;OR;I384;0;3;5,15;6;5;19,15
Sud;Calabria;CS;I388;0;1;1;5;1;8
Sud;Abruzzo ;AQ;I389;3;1;4;2,67;2;12,67
Centro;Toscana;LI;I390;21,35;66,25;38,33;10,61;17,76;154,3
Sud;Campania;NA;I391;0,67;7;27,33;18,5;11;64,5
Nord Est;Veneto;BL;I392;7;16,5;16,35;4,55;4,67;49,07
Sud;Calabria;CZ;I393;1;1;0;1;3,01;6,01
Sud;Abruzzo ;CH;I394;7,78;15,75;17,2;11,88;5,5;58,11
Sud;Puglia;BR;I396;6;26,34;20,5;24;20,2;97,04
Centro;Lazio;RM;I400;4;9,5;5;0,17;2,5;21,17
Nord Est;Veneto;VI;I401;0;6;12;5;13,11;36,11
Isole;Sardegna;CA;I402;5,75;5,67;4,88;1;8;25,3
Nord Est;Friuli- Venezia Giulia;PN;I403;0;38;35,5;32;46,67;152,17
Nord Est;Friuli- Venezia Giulia;UD;I405;0;1;3;3;7;14
Isole;Sicilia;TP;I407;20;63,6;16,84;9;7;116,44
Centro;Lazio;FR;I408;0;2;1;1,78;1;5,78
Nord Ovest;Lombardia;MI;I409;2;37,67;30,75;6;15,25;91,67
Sud;Campania;SA;I410;1,5;1,5;2;2;4;11
Nord Ovest;Lombardia;BS;I412;1;16,5;19,17;6;6,75;49,42
Nord Est;Veneto;VR;I414;3;26,98;22,16;7;10;69,14
Nord Ovest;Lombardia;MI;I415;2;11;22,17;10;11,9;57,07
Nord Ovest;Lombardia;PV;I416;0;0;1;0;0;1
Nord Est;Veneto;TV;I417;0;13;16;2,75;13,24;44,99
Nord Est;Veneto;PD;I418;1;27;25,43;16,61;31,28;101,32
Isole;Sicilia;ME;I420;1;6,5;2,5;4;4,5;18,5
Nord Est;Friuli- Venezia Giulia;UD;I421;12,15;34,72;9,5;0;0;56,37
Sud;Campania;SA;I422;4,34;17,57;17,64;3;5,08;47,63
Sud;Calabria;CS;I423;3,5;2;2;2;3;12,5
Centro;Lazio;RM;I424;2;1;1,67;0;1;5,67
Nord Est;Veneto;VI;I425;2;2;6;3;14;27
Sud;Basilicata;PZ;I426;0;1;1;1;2;5
Isole;Sardegna;CA;I428;1;2;3,29;2,23;8,99;17,51
Nord Ovest;Piemonte;AL;I429;1;1;2;0;0;4
Nord Est;Veneto;VI;I430;3;10,5;21;8;17,66;60,16
Nord Ovest;Piemonte;AL;I432;0;0;2;2;2;6
Nord Ovest;Lombardia;BS;I433;0;17,25;51,61;31,83;23,97;124,66
Nord Est;Emilia-Romagna;PC;I434;0;1;8;4;4,5;17,5
Nord Est;Veneto;TV;I435;0;3,5;5,5;2;5,66;16,66
Centro;Marche;MC;I436;5;10,02;7,02;4,08;3,17;29,29
Nord Ovest;Lombardia;BG;I437;11,02;33,5;33,31;16,9;16,5;111,23
Sud;Campania;SA;I438;28,53;31,78;31,92;38,25;33,14;163,62
Nord Ovest;Lombardia;VA;I441;20,14;213,74;148,45;74,58;63,17;520,08
Nord Ovest;Valle d'Aosta;AO;I442;4;9;13;9;6,45;41,45
Isole;Sardegna;CA;I443;2;10;6;3;10,88;31,88
Nord Est;Emilia-Romagna;FO;I444;1;2,67;4;0;2;9,67
Centro;Toscana;SI;I445;6;12;14,5;9,5;7,5;49,5
Nord Ovest;Lombardia;PV;I447;2;3;1;4,67;7;17,67
Isole;Sardegna;NU;I448;0;0;0;1;1;2
Nord Ovest;Liguria;SP;I449;22,83;80,85;58,42;24,7;30,07;216,87
Sud;Campania;SA;I451;0;0;0;4;2;6
Isole;Sardegna;SS;I452;94,12;305,17;275,21;237,83;162,33;1074,66
Nord Ovest;Liguria;SV;I453;2;8,93;6;4,33;9,58;30,84
Centro;Toscana;LI;I454;2;4,33;4;1;2;13,33
Sud;Campania;BN;I455;1;0;0;0;2;3
Sud;Basilicata;PZ;I457;0,5;4;1,5;0;0;6
Centro;Marche;PS;I459;3,67;1;6,33;1;8;20
Centro;Marche;PS;I460;0;1,75;3;1;3;8,75
Centro;Marche;AN;I461;2;10,78;10;7,83;9;39,61
Nord Est;Emilia-Romagna;MO;I462;9,23;99,47;174,33;79,15;74,91;437,09
Sud;Calabria;CZ;I463;1;8,25;5;4;10,25;28,5
Nord Est;Friuli- Venezia Giulia;UD;I464;1;2;1,5;2;1;7,5
Nord Ovest;Piemonte;TO;I465;13,6;12,57;6,3;1;2;35,47
Nord Ovest;Piemonte;TO;I466;66,08;63,6;9;2;0;140,68
Sud;Puglia;TA;I467;1;11,5;15;15,38;12,33;55,21
Sud;Calabria;KR;I468;0;4;1;5;2;12
Sud;Campania;NA;I469;0;9;15;20,61;9,67;54,28
Nord Ovest;Piemonte;CN;I470;15;70,83;83,62;39;44,94;253,39
Sud;Campania;AV;I471;1;2;2;3;1;9
Nord Est;Emilia-Romagna;FO;I472;15,87;82,38;48,5;27;32,5;206,25
Nord Est;Emilia-Romagna;MO;I473;3;24;37;14,94;9,94;88,88
Nord Ovest;Liguria;GE;I475;1;9;14,88;6,67;7;38,55
Nord Ovest;Lombardia;BS;I476;1,22;3;0,72;3;1,22;9,16
Isole;Sicilia;ME;I477;1;3;5;2,5;2;13,5
Nord Est;Friuli- Venezia Giulia;UD;I478;0;0;0;2;1;3
Nord Ovest;Liguria;SV;I480;74,6;345,98;256,47;92,83;52,33;822,21
Sud;Abruzzo ;PE;I482;2;4;3;4;3,5;16,5
Sud;Campania;SA;I483;23;42;68,23;76;37,66;246,89
Nord Ovest;Piemonte;CN;I484;0;1;0;0;1;2
Sud;Calabria;CS;I485;1;0;0;1;0;2
Sud;Campania;SA;I486;4;4;4;2;1;15
Nord Ovest;Lombardia;PV;I487;0;2;0;2;3;7
Sud;Calabria;CS;I489;164,96;150,23;39,59;20;7,33;382,11
Nord Ovest;Piemonte;TO;I490;0;9;6;5,5;8;28,5
Isole;Sicilia;ME;I492;0;6;6,67;2,33;2;17
Sud;Campania;AV;I493;0;1;0;0;0;1
Sud;Calabria;KR;I494;1;2;1;1;0;5
Nord Est;Emilia-Romagna;RE;I496;8,5;64,39;80,37;58,72;67,12;279,1
Nord Ovest;Lombardia;CR;I497;9;5;1;4;5;24
Nord Ovest;Lombardia;CR;I498;0;0;0;0;1;1
Centro;Lazio;RI;I499;2;14,52;13;13;11,33;53,85
Sud;Abruzzo ;AQ;I501;2,17;8,25;2;0;0;12,42
Isole;Sardegna;OR;I503;0;2;1;0;0,67;3,67
Centro;Toscana;GR;I504;1;13;8,25;6,7;16;44,95
Nord Ovest;Lombardia;BG;I506;4;39,52;39,72;15,89;31,25;130,38
Sud;Molise;IS;I507;0;1;2;0;1;4
Centro;Toscana;GR;I510;10,07;28,5;13,25;4,33;3,17;59,32
