AREA;Regione;prov;2018_CodCom;NTN_2018_Uffici;NTN_2018_Negozi_Lab;NTN_2018_Depositi_Comm_Autorimesse;NTN_2018_TCO_B04;NTN_2018_TCO_D02;NTN_2018_TCO_D05;NTN_2018_TCO_D08;NTN_2018_PRO;NTN_2018_AGR
Centro;Toscana;GR;I510;4;6,25;8,57;0;0;0;1;3;0
Nord Ovest;Piemonte;TO;I511;0;0;0;0;0;0;0;1;0
Nord Ovest;Piemonte;CN;I512;0;1;9,5;0;0;0;1;1;1
Sud;Abruzzo;CH;I520;0;1;9,17;0;0;0;0;0;0
Centro;Umbria;PG;I522;0;0;1;0;0;0;0;0;0
Centro;Umbria;PG;I523;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;CH;I526;0;1;2,33;0;0;0;0;0;0
Nord Est;Veneto;VI;I527;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;I529;0;0;3,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I530;0;1;2,79;0;0;0;0;0;0
Nord Est;Veneto;VI;I531;23;16,02;31,66;0;0;0,02;4;23,54;0,5
Nord Ovest;Lombardia;MN;I532;0;1;0;0;0;0;0;1;0
Isole;Sicilia;AG;I533;3;14;36,7;0;2;0;1;2;0
Isole;Sicilia;PA;I534;0;0;3;0;0;0;0;0;0
Isole;Sicilia;RG;I535;1;9,5;22,29;0;0;0;3;2;4
Sud;Calabria;RC;I536;0;0;0;0;0;0;0;0,5;0
Sud;Calabria;RC;I537;0;1;3;0;0;0;1;0;0
Isole;Sicilia;PA;I538;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I539;0;0;10,2;0;0;0;0;0;0
Sud;Campania;NA;I540;0;1;8;0;0;0;0;0;0
Isole;Sicilia;PA;I541;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;I543;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;I544;0;0;3;0;0;0;0;1;0
Nord Ovest;Piemonte;VC;I545;0;1;3;0;0;0;0;0;0
Sud;Abruzzo;AQ;I546;0;2;4,5;0;0;0;0;0;0
Isole;Sicilia;CT;I548;0,5;2,5;15,33;0;0;0;0;0;0
Sud;Puglia;LE;I549;1;0;9;0;0;0;0;0;0
Nord Est;Veneto;VE;I551;5;12;15,33;0;0;0;5;5;2
Sud;Abruzzo;AQ;I553;0;2;3;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;I555;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;I556;0;1;1;0;0;0;0;0;0
Sud;Abruzzo;AQ;I558;0;0;0;0;0;0;0;0;0
Sud;Puglia;LE;I559;0;3;0;0;0;0;0;2;0
Nord Ovest;Lombardia;LO;I561;0;0;0,22;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;I562;1;0;4,83;0;0;0;0;1;0
Nord Est;Veneto;BL;I563;0;4;10,67;0;0;0;0;1;1
Isole;Sardegna;OR;I564;0;0;0;0;0;0;0;0;1
Isole;Sardegna;SS;I565;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;I566;0;3,44;5,1;0;0;0;1;2,05;0
Nord Ovest;Lombardia;BG;I567;0;0;3,66;0;0;0;0;0;0
Centro;Marche;MC;I569;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;I570;0;0;1;0;0;0;0;0;0
Centro;Toscana;GR;I571;0;0;1,67;0;0;0;0;1;0
Centro;Lazio;RM;I573;0;3;17;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;I577;52;18;26,75;0;0;0;15;11;0
Nord Est;Veneto;TV;I578;0;0;1;0;0;0;0;4;0
Isole;Sardegna;CA;I580;13;5;17;0;0;0;2,5;1;0
Centro;Lazio;RI;I581;0;1;0;0;0;0;0;0;0
Isole;Sardegna;CA;I582;0;0;0;0;0;0;0;0;0
Centro;Umbria;PG;I585;1;2;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I588;0;0;3,25;0;0;0;0;0;0
Sud;Calabria;CZ;I589;0;0;1;0;0;0;0;0;0
Sud;Calabria;CZ;I590;0;1,5;7;0;0;0;0;1;0
Nord Est;Veneto;BL;I592;0;0;0,42;0;0;0;0;0;0
Nord Est;Veneto;VR;I594;0;1;10,8;0;0;0;0;0;0
Nord Est;Veneto;PD;I595;8;9;2;0;1;0;1;4;1
Nord Ovest;Lombardia;BG;I597;0;0;3;0;0;0;0;0;0
Isole;Sardegna;SS;I598;0;0;1;0;0;0;0;0;1
Nord Ovest;Lombardia;PV;I599;0;0;3;0;0;0;0;0;2
Sud;Calabria;RC;I600;1;1;3;0;0;0;0;0;0
Centro;Toscana;GR;I601;0;3;7;0;0;0;0;0;3
Nord Ovest;Lombardia;MI;I602;1;13,78;10,83;0;0;0;2;4,17;0
Isole;Sardegna;OR;I605;1;1;0;0;0;0;0;0;0
Sud;Campania;AV;I606;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I607;0;0;0,5;0;0;0;0;0;0
Centro;Marche;AN;I608;14;24,5;32,52;0;0;1;2;6,14;1
Isole;Sardegna;OR;I609;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;I610;1;5;19,88;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;I611;1;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;I612;0;2;1;0;0;0;0;2;1
Isole;Sardegna;OR;I613;0;0;0;0;0;0;0;1;0
Isole;Sardegna;SS;I614;0;2;2;0;0;0;0;0;0
Isole;Sardegna;CA;I615;0;2;0;1;0;0;0;0;0
Sud;Molise;CB;I618;0;1;1,5;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;I621;0;0;2;0;0;0;0;0,06;0
Centro;Toscana;LU;I622;3;2;2;0;0;0;0;2;0
Isole;Sardegna;CA;I624;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;I625;12,41;37,66;50,93;0;0;1;0;2,19;0
Nord Est;Veneto;BL;I626;0;1;6,24;0;0;0;1;5;2
Nord Ovest;Lombardia;CR;I627;0;1;2,08;0;0;0;0;1,08;0
Nord Ovest;Lombardia;BG;I628;1,5;12,89;9,05;0;0;0;0;5,3;0
Nord Ovest;Lombardia;BG;I629;0;3;2;0;1;0;0;1;0
Sud;Campania;AV;I630;0;4;7;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I631;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;I632;0;0;9,91;0;0;0;0;2;1
Nord Ovest;Lombardia;BS;I633;1;6;13,13;0;0;0;0,1;1,01;0
Centro;Lazio;LT;I634;0;1;13;0;0;0;0;0;0
Nord Est;Veneto;TV;I635;0;2;8;0;0;0;2;7;1
Nord Ovest;Lombardia;SO;I636;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;I637;0;0;0;0;0;0;0;0;0
Sud;Calabria;VV;I639;0;2;4;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I640;0;0;11,51;0;0;0;0;0;0
Sud;Puglia;FG;I641;0;1;4;0;0;0;0;0;0
Sud;Calabria;CS;I642;0;0;0;0;0;0;0;0;0
Centro;Marche;AN;I643;1;3;6,2;0;0;0;0;1;0
Isole;Sicilia;CL;I644;1;7;6;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I645;0;0;0;0;0;0;0;1;0
Nord Ovest;Piemonte;CN;I646;0;0;4;0;0,5;0;0;0;1
Isole;Sardegna;CA;I647;1;3;4;0;0;0;0;0;1,67
Sud;Campania;SA;I648;0;0;1;0;0;0;0;0;0
Sud;Abruzzo;PE;I649;0;0;1;0;0;0;0;0;0
Centro;Marche;MC;I651;0;0;0;0;0;0;0;0;0
Sud;Campania;NA;I652;0;1;3,2;0;0;0;0;0;0
Centro;Marche;AN;I653;0;0;3;0;0;0;0;0;2,5
Centro;Marche;PS;I654;0;0;1,13;0;0;0;0;0;0
Sud;Calabria;CZ;I655;0;1;1;0;0;0;0;0;0
Sud;Calabria;RC;I656;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I657;1;3;6;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;I659;0;0;0;0;0;0;0;0;0
Centro;Toscana;PT;I660;0;3;10;0;0;0;0;5,2;0
Centro;Marche;MC;I661;0;1;4,84;1;0;0;0;0;0
Nord Ovest;Lombardia;MN;I662;0;0;5;0;0;0;0;1;0
Nord Ovest;Piemonte;VC;I663;0;3;8;0;0;0;0;1;0
Sud;Campania;SA;I666;0;1;5;0;0;0;0;0;1
Isole;Sardegna;CA;I667;1;0;0;0;0;0;2;0;0
Isole;Sardegna;NU;I668;0;0;0;0;0;0;0;0;0
Centro;Lazio;FR;I669;0;0;1,09;0;0;0;0;0;0
Sud;Calabria;CZ;I671;0;2;11,5;0;0;0;0;0;0
Nord Est;Veneto;BL;I673;0;0;1;0;0;0;0;3;0
Sud;Campania;CE;I676;2;13,67;29,53;0;0;0;0;4;0
Sud;Campania;SA;I677;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;I678;0;0;0;0;0;0;0;0;0
Sud;Molise;IS;I679;0;0;1;0;0;0;0;0;0
Centro;Toscana;AR;I681;0;0;3,25;0;0;0;0;0;0
Sud;Molise;IS;I682;0;0;0;0;0;0;0;0;0,39
Nord Ovest;Lombardia;CR;I683;0;0;0;0;0;0;0;1;1
Centro;Toscana;FI;I684;11;21,68;25,66;0,09;0;0;1;18;0
Nord Est;Friuli- Venezia Giulia;PN;I686;0;2;8,94;0;0;0;0;2;0
Nord Ovest;Lombardia;VA;I688;3;3;10,17;0;0;0;0;0,35;0
Nord Est;Emilia-Romagna;MO;I689;1;2;8,55;0;2;0;2;0;0
Nord Ovest;Lombardia;MI;I690;7,25;44,15;16,61;0;2;0;0;6;0
Nord Ovest;Piemonte;TO;I692;0;2;1,14;0;3;0;0;1;0
Nord Ovest;Liguria;GE;I693;1,5;5;14,25;0;0;1;0;0;0
Isole;Sardegna;CA;I695;4;6;6;0;0;0;1;1;0
Nord Ovest;Lombardia;MI;I696;0;1;6,5;0;0;0;0;5;0
Centro;Lazio;FR;I697;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;I698;0;0;1;0;0;0;0;0;0
Isole;Sardegna;CA;I699;0;2;4;0;0;0;1;0;0
Nord Ovest;Lombardia;MI;I700;4;45;8;0;0;0;6;10;0
Nord Ovest;Piemonte;TO;I701;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I702;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I703;7;22,6;28,17;0;0;0;6;32,04;0
Sud;Calabria;CZ;I704;0;0;3,5;0;0;0;0;1;0
Isole;Sardegna;CA;I705;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;I706;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;I707;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;I709;5;6,44;11,59;0;0;0;2;7,04;0
Nord Ovest;Piemonte;AL;I711;0;0;0;0;0;0;0;0;0
Centro;Lazio;LT;I712;0;7,36;15,63;0;0;0;1;3;0
Centro;Lazio;FR;I716;0;0;4;0;0;0;0;1;0
Isole;Sardegna;OR;I717;1;0;6;0;0;0;0;1;0
Isole;Sardegna;OR;I718;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;I720;0;1;7;0;0;0;0;1;0
Isole;Sardegna;OR;I721;0;0;0;0;0;0;0;0;0
Isole;Sicilia;AG;I723;0;0;10;0;0;0;0;0;0
Isole;Sardegna;CA;I724;0;0;0;0;0;0;0;0;0
Sud;Calabria;RC;I725;0;5;6;0;0;0;0;0;0
Centro;Toscana;SI;I726;22,03;41,03;55,22;0;1;0;5;4,06;2
Centro;Umbria;PG;I727;0;0;1;0;0;0;0;0;0
Centro;Toscana;FI;I728;4;9,5;20;0;0;0;0;9;0
Isole;Sardegna;NU;I730;0;0;4;0;0;0;0;0;2
Isole;Sardegna;SS;I732;0;0;1;0;0;0;0;0;4
Isole;Sardegna;CA;I734;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;I735;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;I736;0;0;2;0;0;0;0;1;0
Nord Ovest;Piemonte;AL;I738;0;0;6;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;I739;0;0;1;0;0;0;0;0;1
Sud;Abruzzo;TE;I741;0;9,5;12,77;0;2;0;2;2;0
Isole;Sardegna;OR;I742;0;0;0;0;0;0;0;0;0
Isole;Sardegna;OR;I743;0;1;1;0;0;0;1;2;0
Sud;Calabria;VV;I744;0;0;2;0;0;0;0;0;0
Sud;Calabria;CZ;I745;0;0;2;0;0;0;0;0;0
Isole;Sicilia;ME;I747;0;0,2;7;0;0;0;0;0;0
Isole;Sardegna;NU;I748;0;1;1;0;0;0;0;1;1
Isole;Sardegna;OR;I749;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;I750;0;0;1;0;0;0;0;1;0
Isole;Sardegna;NU;I751;1;8;7;0;0;0;0;1;0
Isole;Sardegna;CA;I752;0;1,08;4;0;0;0;0;0,08;0
Sud;Calabria;RC;I753;0;0;0;0;0;0;0;0;0
Isole;Sicilia;SR;I754;10;69,74;57,97;0;0,67;1;7;7;3,5
Sud;Campania;AV;I756;0;1;5;0;0;0;0;0;0
Isole;Sardegna;OR;I757;0;0;0;0;0;0;0;0;0
Centro;Marche;AN;I758;0;0;5,5;0;0;0;1;2;0
Nord Ovest;Lombardia;LC;I759;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;I761;0;0;0,14;0;0;0;0;0;0
Isole;Sardegna;CA;I765;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;I767;0;0;2;0;0;0;0;0;0
Centro;Marche;AP;I774;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VR;I775;4;5;12,5;0;1;0;0;2;2
Nord Est;Friuli- Venezia Giulia;UD;I777;0;0;1;0;0;0;0;1;0
Isole;Sardegna;OR;I778;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;I779;0;0;5,08;0;0;0;0;3;0
Sud;Puglia;LE;I780;0;2;0,5;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;I781;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I782;0;0;4;0;0;0;0;1;0
Nord Est;Veneto;VI;I783;0;0;1;0;0;0;0;0;0
Isole;Sicilia;SR;I785;0;2;2;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;I786;1;5;7,5;0;0;0;1;12,5;0
Nord Est;Emilia-Romagna;RA;I787;0;0;4;0;0;0;1;0;1
Nord Ovest;Lombardia;CR;I790;0;0;3,5;0;0;0;0;1;0
Isole;Sardegna;OR;I791;0;0;0;0;0;0;0;0;1
Nord Ovest;Lombardia;CO;I792;0;0;0,5;0;0;0;0;2;0
Nord Ovest;Lombardia;VA;I793;2;4;1;0;0;0;0;2,02;0
Nord Ovest;Lombardia;VA;I794;0;0;0,5;0;0;0;0;3;0
Nord Ovest;Liguria;IM;I796;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;I797;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I798;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;PD;I799;3;3,11;7,11;0;0;0;0,5;1;0
Sud;Puglia;LE;I800;0;0;0,25;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;I801;0;1;3,57;0;1;0;0;3,21;0
Nord Est;Emilia-Romagna;MO;I802;0;2,33;15,07;0;0;0;3;5,25;2
Nord Est;Emilia-Romagna;PR;I803;0;0;2,5;0;0;0;0;0;1
Sud;Abruzzo;AQ;I804;12,5;5,5;12,79;0;0;0;0;1,01;0
Sud;Campania;AV;I805;2;1;9,25;0;0;0;0;5;0
Nord Ovest;Piemonte;AL;I808;0;0;0;0;0;0;0;0;0
Sud;Campania;BN;I809;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I812;0;2;6,64;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;I813;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;I815;0;0;3;0;0;0;0;2;1
Nord Ovest;Piemonte;CN;I817;0;2;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;I819;2,34;6,25;9,67;0;0;0;5,63;7;0
Sud;Campania;NA;I820;0;7;28,46;0;0;0;0;2;0
Nord Est;Veneto;VR;I821;2;3;13,97;0;0;0;2;6;1
Nord Ovest;Piemonte;CN;I822;0;3;25,5;0;0;0;0;0;1
Nord Ovest;Piemonte;CN;I823;0;0,34;2,33;0;0;0;0;0,17;0
Isole;Sicilia;CL;I824;1;0;12,5;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;I825;0;0;3;0;0;0;0;0;0
Nord Est;Veneto;VR;I826;3;6;21,55;0;0;0;1;0;3
Nord Ovest;Lombardia;CR;I827;0;1;6,91;0;0;0;0;3,11;4,33
Nord Ovest;Lombardia;SO;I828;0;1,43;9;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;I829;6;7;14,03;0;0;0;1;2;0
Nord Ovest;Lombardia;BG;I830;0;1,02;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I831;0;1;5,5;0;0;0;0;1;0
Centro;Lazio;LT;I832;0;2;2,18;0;0;0;0;1,33;0
Nord Ovest;Piemonte;BI;I835;0;0;2,25;0;0;0;0;0;0
Centro;Lazio;FR;I838;1;12,61;12,33;0;0;0;0;1;0
Nord Est;Emilia-Romagna;PR;I840;0;3;10,16;0;0;0;0;3;2
Centro;Toscana;GR;I841;0;2;8,5;0;0;0;0;1;0,14
Sud;Campania;AV;I843;0;0;0;0;0;0;0;0;0
Sud;Calabria;CZ;I844;0;0;0,6;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PR;I845;1;1;8;0;0;0;1;4,25;0
Nord Ovest;Piemonte;BI;I847;0;1;2;0;0;0;0;0;1
Nord Ovest;Lombardia;LO;I848;0;0;0,19;0;0;0;0;2;0
Nord Ovest;Lombardia;CR;I849;3;8;8;0;0;0;1;0,5;0
Nord Est;Veneto;VR;I850;0;2;6;0;0;0;0;1;1
Isole;Sardegna;NU;I851;0;1;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I852;0;0;6,5;0;1;0;0;0;0
Sud;Calabria;VV;I853;0;1;3;0;0;0;0;0;0
Sud;Calabria;VV;I854;0;2;1,08;0;0;0;1;0;0
Centro;Lazio;VT;I855;1;5;17,94;0;0;0;0;1;0,5
Nord Ovest;Lombardia;CO;I856;2;0;2,5;0;0;0;0;1;0
Nord Ovest;Piemonte;NO;I857;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;I858;0;4;8,33;0;0;0;0;5;0
Nord Ovest;Lombardia;CO;I860;0;0;1;0;0;0;0;0;0
Isole;Sardegna;OR;I861;0;0;1;0;0;0;0;0;1
Sud;Campania;NA;I862;0;14;15,02;0;0;1;0;0;0
Isole;Sardegna;SS;I863;2;2;8,67;0;1;1;0;0;0
Isole;Sicilia;SR;I864;0;0,5;2,5;0;0;0;0;0;2
Nord Ovest;Lombardia;CR;I865;0;1;4;0;0;0;0;2;3
Nord Est;Veneto;BL;I866;1;0;8,95;0;0;0;0;1;0
Nord Est;Veneto;VI;I867;1;2;2;0;0;0;0;0;2
Nord Ovest;Piemonte;BI;I868;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I869;0;1;1,1;0;0;0;0;0;0
Sud;Calabria;CZ;I872;1;3,48;10;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I873;0;2;7,5;0;0;0;0;1;0
Sud;Calabria;CZ;I874;0;1;3,5;0;0;0;0;0;0
Sud;Calabria;CZ;I875;0;1;0;0;0;0;0;0;0
Nord Est;Veneto;BL;I876;0;0;0;0;0;0;0;0;0
Centro;Toscana;SI;I877;0;5;11,08;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;I878;0;3;5;0;0;0;0;1;0
Nord Est;Veneto;VI;I879;0,16;0,5;12,09;0;0;0;0;1;0
Nord Ovest;Piemonte;NO;I880;0;0;1;0;0;0;0;0;0
Isole;Sicilia;ME;I881;0;0;4;0;0;0;0;0;0
Sud;Calabria;VV;I884;0;0;0;0;0;0;0;0;0
Sud;Campania;CE;I885;1;2;3;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;I886;0;0;4,5;0;0;0;0;1;0
Sud;Puglia;LE;I887;0;2;6,25;0;0;0;0;0;0
Centro;Umbria;PG;I888;1;3;15,33;0;0;0;0;1;0
Isole;Sicilia;EN;I891;0;1;3,13;0;0;0;0;0;0
Centro;Lazio;LT;I892;0;1;3,08;0;0;0;0;0;0
Sud;Campania;AV;I893;0;1;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;I894;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;I895;0;2;4;0;0;0;0;2;0
Sud;Calabria;CS;I896;1;2;5,68;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I901;0;0;4,2;0;0;0;0;0;1
Centro;Lazio;LT;I902;0;1;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;I903;4;11;4,25;0;0;0;0;7,5;4
Nord Est;Friuli- Venezia Giulia;PN;I904;1;10;11,17;0;0;1;1;2;0
Sud;Calabria;VV;I905;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;I906;0;1;0;0;0;0;0;1;0
Sud;Puglia;BA;I907;0,25;2,25;19,67;0;0;0;0;1;0
Nord Est;Veneto;VE;I908;8;17;23,33;0;0;0;0;2;0
Nord Ovest;Lombardia;CR;I909;0;0;1;0;0;0;0;0;0
Sud;Molise;CB;I910;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I911;0;0;3;0;0;0;0;0;0
Centro;Marche;AP;I912;0;3;5,5;0;0;0;1;5;0
Nord Ovest;Lombardia;CR;I914;1;1;2;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;I916;0;0;0;0;0;0;0;0,08;0
Sud;Basilicata;PZ;I917;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I919;1;2;8,5;0;0;0;0;4;0
Centro;Umbria;PG;I921;3;17,15;39,48;0;1;0;1;9;3
Sud;Abruzzo;PE;I922;4;4;12,55;0;0;0;3;2;0
Sud;Puglia;LE;I923;0;2;0,13;0;0;0;0,13;1;0
Nord Ovest;Liguria;SV;I926;0;3;6;0;5,06;0;1;0;0
Nord Est;Veneto;TV;I927;11;2;8,56;0;0;0;0;2;0
Nord Ovest;Lombardia;SO;I928;0;0;0,2;0;0;0;0;0;0
Sud;Calabria;CZ;I929;0;1;3,33;0;0;0;0;0;0
Sud;Puglia;LE;I930;0;6;11,61;0;0;0;1;1;0
Centro;Marche;AN;I932;0;2,34;2;0;0;0;0;0;2,17
Nord Ovest;Lombardia;CR;I935;0;0;0;0;0;0;0;0;1
Sud;Calabria;RC;I936;0;3;0;0;0;0;0;0;0
Sud;Calabria;CZ;I937;0;0;5;0;1;0;0;0;0
Nord Est;Veneto;PD;I938;1;0;5;0;0;0;0;1;0
Nord Ovest;Piemonte;AL;I941;0;0;3,67;0;0;0;0;1;0
Centro;Toscana;LU;I942;0;1,5;6,5;0;1;0;0;0;0
Nord Ovest;Lombardia;CO;I943;0;0;3;0;0;0;0;0;0
Sud;Calabria;VV;I945;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;I946;0;1;10,67;0;0;0;0;1;0
Nord Ovest;Liguria;SV;I947;0;0;1;0;0;0;0;0;0
Sud;Puglia;LE;I950;0;0;0,06;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I951;1;3,7;9,88;0;0;0;0;7,06;0
Nord Est;Veneto;RO;I953;0;0;5;0;0;0;0;0;0
Sud;Basilicata;MT;I954;2;1;6,11;0;0;0;0;0;1
Sud;Calabria;RC;I955;0;0;2;0;0;0;0;0;0
Sud;Calabria;RC;I956;0;2;4;0;0;0;0;0;0
Centro;Lazio;RI;I959;0;3;2,5;0;0;0;0;0;0
Sud;Campania;SA;I960;0;0;0;0;0;0;0;0;0
Sud;Puglia;FG;I962;0;1,6;4,4;0;0;0;0;0;0
Sud;Puglia;FG;I963;0;1;9,66;0;0;0;0;0;0
Nord Est;Veneto;VE;I965;1;3;6,55;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;I968;2;6;22,5;0;0;0;1,5;1;1
Nord Ovest;Piemonte;TO;I969;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I970;0;3;15;0;0;0;1;5;0
Centro;Lazio;FR;I973;0;1;2;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;I974;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;I976;0;7,64;9,41;0;1;0;0;0,42;0
Nord Ovest;Piemonte;AL;I977;0;0;3;0;0;0;1;0;0
Sud;Campania;NA;I978;0;1;9;0;0;0;1;0;0
Nord Ovest;Piemonte;BI;I980;0;0;5;0;0;0;0;0;0
Centro;Umbria;TR;I981;0;1,33;9;0;0;0;0;0;0
Sud;Calabria;KR;I982;0;1;4,89;0;0;0;1;0;0
Nord Ovest;Piemonte;VC;I984;0;1;2;0;0;0;0;1;0
Nord Ovest;Piemonte;CN;I985;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I986;0;0;0;0;0;0;0;0;0
Sud;Campania;AV;I990;0;0;2;0;0;0;0;0;0
Centro;Toscana;AR;I991;1;3;7;0;0;0;0;0;6
Centro;Lazio;RM;I992;0;6,5;9,83;0;0;0;0;1;0
Sud;Campania;CE;I993;0;0;10,75;0;0;0;0;0,02;0
Nord Ovest;Lombardia;LC;I994;0;0;4;0;0;0;0;0;0
Isole;Sardegna;CA;I995;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;I996;0;0;0,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I997;1;4;5;0;0;0;1;7;0
Nord Ovest;Lombardia;MI;I998;1;2;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L002;1;1;1;0;0;0;0;0,21;0
Nord Ovest;Lombardia;VA;L003;1;0;7,4;0;0;0;0;5;0
Sud;Campania;AV;L004;0;0;4,86;0;0;0;0;0;0
Isole;Sardegna;NU;L006;0;1;0;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;L007;0;0;5,5;0;0;0;0;0;1
Sud;Puglia;LE;L008;0;0;6,44;0;0;0;0;0;0
Centro;Lazio;FR;L009;0;1;0;0;0;0;0;0;0
Sud;Puglia;LE;L010;0;0;0;0;0;0;0;0;0
Sud;Puglia;LE;L011;0;4;5;0;0;0;0;11;0
Nord Ovest;Piemonte;TO;L013;1;0,67;6,25;0;0;0;0;0;0
Nord Est;Veneto;TV;L014;0;9,85;11,69;0;0;1;1;6;0
Nord Ovest;Lombardia;MN;L015;0;0;2;0;0;0;0;0;2,5
Isole;Sicilia;CL;L016;0;1;3,33;0;0;0;0;0;0
Centro;Lazio;VT;L017;0;5;10,5;0;0;0;0;0,5;4
Nord Est;Friuli- Venezia Giulia;UD;L018;0;1;3;0;0;0;0;3;0
Centro;Toscana;LI;L019;0;0;9,25;0;0;0;0;2;2
Nord Ovest;Lombardia;MN;L020;6;2,83;12,02;0;0;0;0;5;5,4
Nord Ovest;Lombardia;LC;L022;0;0;0;0;0;0;0;1;0
Isole;Sardegna;OR;L023;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L024;0;3;18;0;0;0;0;1;0
Sud;Abruzzo;AQ;L025;0;2;5,17;0;0;0;0;0;0
Nord Est;Veneto;RO;L026;0;1,17;7,3;0;0;0;0;2;0
